ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Hot Water (L),Cold Water (L),Star Rating (old),Star Image Large,Star Image Small,Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,,94,,561,"Water Saving, Wash 20 min, Spin 12 min, Cold, Rinse 3, Water level 7",94.4,FALSE,Dual,China,TRUE,,Non Drum,,0.4,No,Top,Impeller,WA10J7750GW,WA10H7200,AS/NZS 2040.1:2005/Amdt 3:2010,3.05710194,3,4.00E-05,0.51,"Water Saving, Wash 20 min, Spin 12 min, Warm, Rinse 3, Water level 7","Australia,Fiji,New Zealand",0.51,82602,Approved,77,94.8,Non-Drum,0.66019,,10/08/19,,Single product class,Unavailable,,http://www.samsung.com.au,77,102,102,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ACW0198
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Teco,8,,,,662,,,FALSE,Cold,China,FALSE,512,Non Drum,944,,No,Twin Tub,Impeller,TWM80TTAMFBE,,AS/NZS 2040.1:2005/Amdt 3:2010,1.957041123,1.5,0,0,"Normal; Wash:30 Min.,H water level, 40 deg C; Spin: 3 min., 2 times; Rinse: 3min., L water level, 20 deg C; Spin: 3 min., 2 times",Australia,,82856,Approved,45,0,Non-Drum,0.831,870,06/08/19,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,45,111,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ACW0194
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,7,,,,242,,,FALSE,Cold,"Germany,Czechia",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WDA 210 WPM,,AS/NZS 2040.1:2005/Amdt 3:2010,4.277118231,4,8.00E-05,0.3,Cottons 40(with frame),"Australia,New Zealand",0.3,82866,Archived,194,0,Drum,0.55,,28/07/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,194,60,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0186
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,7,,,,242,,,FALSE,Cold,"Czechia,Germany",FALSE,,Drum,,,Yes on the warm wash program only,Front,,WDA 110,,AS/NZS 2040.1:2005/Amdt 3:2010,4.277118231,4,8.00E-05,0.3,Cottons 40(with frame),"Australia,New Zealand",0.3,82877,Archived,194,0,Drum,0.55,,21/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,194,60,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0201
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Teco,6.5,,,,501,,,FALSE,Cold,China,FALSE,448,Non Drum,885,,No,Twin Tub,Impeller,TWM65TTAMFBE,,AS/NZS 2040.1:2005/Amdt 3:2010,2.144480105,2,0,0,"Normal; Wash:30 Min.,H0 water level, 40 deg C; Spin: 3 min., 2 times; Rinse: 3min., M water level, 20 deg C; Spin: 3 min., 2 times",Australia,,83353,Approved,45,0,Non-Drum,0.813,761,13/08/19,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,45,95,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0199
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Teco,10,,,,811,,,FALSE,Cold,China,FALSE,537,Non Drum,984,,No,Twin Tub,Impeller,TWM100TTAMFBE,,AS/NZS 2040.1:2005/Amdt 3:2010,2.054549991,2,0,0,"Normal; Wash:30 Min.,H water level, 40 deg C; Spin: 3 min., 2 times; Rinse: 3min., M water level, 20 deg C; Spin: 3 min., 2 times",Australia,,83354,Approved,45,0,Non-Drum,0.781,902,21/08/19,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,45,139,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0202
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,230,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WK*130,WK*130,AS/NZS 2040.1:2005/Amdt 3:2010,4.732075054,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83626,Approved,193,0,Drum,0.52,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,193,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0204
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,230,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WKB130,WK*130,AS/NZS 2040.1:2005/Amdt 3:2010,4.732075054,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83626,Approved,193,0,Drum,0.52,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,193,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0204
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,230,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WKG130,WK*130,AS/NZS 2040.1:2005/Amdt 3:2010,4.732075054,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83626,Approved,193,0,Drum,0.52,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,193,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0204
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,231,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WK***0,WK***0,AS/NZS 2040.1:2005/Amdt 3:2010,4.75455121,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83628,Approved,191,0,Drum,0.51,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,191,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0203
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,231,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WKF130,WK***0,AS/NZS 2040.1:2005/Amdt 3:2010,4.75455121,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83628,Approved,191,0,Drum,0.51,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,191,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0203
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,231,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WKF130 WPS,WK***0,AS/NZS 2040.1:2005/Amdt 3:2010,4.75455121,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83628,Approved,191,0,Drum,0.51,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,191,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0203
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,231,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WKH130 WPS,WK***0,AS/NZS 2040.1:2005/Amdt 3:2010,4.75455121,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83628,Approved,191,0,Drum,0.51,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,191,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0203
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,,,231,,,FALSE,Dual,"Czechia,Germany",TRUE,,Drum,,,Yes on the warm wash program only,Front,,WKR770 WPS,WK***0,AS/NZS 2040.1:2005/Amdt 3:2010,4.75455121,4.5,0.001,0.1,Cottons 40 (with frame),"Australia,New Zealand",0.1,83628,Approved,191,0,Drum,0.51,,29/08/19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,191,67,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0203
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,8,,,,260,,,FALSE,Cold,China,TRUE,,Drum,,,Yes on the warm wash program only,Front,,WAS28464AU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.316442165,4,0,3.167,"Cottons 60, Eco, 1400rpm","Australia,New Zealand",0.028,83669,Approved,219.3,0,Drum,0.59931,,18/09/19,,Single product class,Available,,http://www.bosch-home.com.au/,220,68,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0208
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,10,,102,,345,,,FALSE,Dual,Thailand,TRUE,,Non Drum,,,No,Top,Agitator,WA1068P*,WA1068P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.146543488,4,0.0004,1.2,"Regular, Eco Active On, Warm/Cold, Normal Soil, Eco Rinse","Australia,New Zealand",,83811,Approved,68,0,Non-Drum,0.63,,08/09/19,,Single product class,Available,http://www.fisherpaykel.co.nz/,,68,123,123,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0206
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,10,,102,,345,,,FALSE,Dual,Thailand,TRUE,,Non Drum,,,No,Top,Agitator,WA1068P1,WA1068P*,AS/NZS 2040.1:2005/Amdt 3:2010,4.146543488,4,0.0004,1.2,"Regular, Eco Active On, Warm/Cold, Normal Soil, Eco Rinse","Australia,New Zealand",,83811,Approved,68,0,Non-Drum,0.63,,08/09/19,,Single product class,Available,http://www.fisherpaykel.co.nz/,,68,123,123,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ACW0206
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BENCO,5,,,,406,,,FALSE,Cold,China,FALSE,,Drum,,,Yes on the warm wash program only,Front,,BFL50AUA,,AS/NZS 2040.1:2005/Amdt 3:2010,2.253362301,2,0,0.35,Cotton Intensive 60°C,Australia,0.05,84246,Approved,278.5,0,Drum,0.585,,20/09/19,,Single product class,Available,,,240,53,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0209
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,5.5,,59,,487,,54.25,FALSE,Dual,Thailand,TRUE,,Non Drum,,23.67,No,Top,Agitator,WA55T56GW*,WA55T56GW*,AS/NZS 2040.1:2005/Amdt 3:2010,2.00334316,2,0.0006,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,Fiji,New Zealand",0,84637,Approved,49,77.92,Non-Drum,0.61,,02/10/19,,Single product class,Available,,,49,78,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0214
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,5.5,,59,,487,,54.25,FALSE,Dual,Thailand,TRUE,,Non Drum,,23.67,No,Top,Agitator,WA55T56GW1,WA55T56GW*,AS/NZS 2040.1:2005/Amdt 3:2010,2.00334316,2,0.0006,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,Fiji,New Zealand",0,84637,Approved,49,77.92,Non-Drum,0.61,,02/10/19,,Single product class,Available,,,49,78,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0214
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,tisira,7,,0,,527,Not conducted,0,FALSE,Dual,China,FALSE,560,Non Drum,980,0,No,Top,Agitator,MB70T,,AS/NZS 2040.1:2005/Amdt 3:2010,2.444317526,2,0,0.029,"Water saving, Remaining default (Water temp warm, Water Level:Extra High)","Australia,Fiji,New Zealand",0.029,85103,Approved,72.6,0,Non-Drum,0.59,585,30/10/19,,Single product class,Available,http://midea.com.cn/,http://www.arisit.com/,73,100.49,0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0220
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7,,,,343,,,FALSE,Dual,China,TRUE,550,Drum,850,,Yes on the warm wash program only,Front,,WD1200D,,AS/NZS 2040.1:2005/Amdt 3:2010,3.501201341,3.5,9.10E-05,0.31,"Cotton, 40C, Intensive, 1200rpm","Australia,New Zealand",0.31,85262,Approved,286,0,Drum,0.56766,600,10/11/19,,Single product class,Available,,,286,70,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0224
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Hoover,8,,,,238,,65,FALSE,Cold,Italy,TRUE,600,Drum,850,0,Yes on the warm wash program only,Front,,DXT 58H/1-AUS,,AS/NZS 2040.1:2005/Amdt 3:2010,4.535347957,4.5,6.00E-05,0.6325,"Cottons,40 C, Long Wash Time, 1600 RPM",Australia,0.17,85321,Approved,180,65,Drum,0.57677,600,15/12/19,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,179,65.4,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,ACW0244
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Hoover,7,,,,313,NA,59.3,FALSE,Cold,China,TRUE,520,Drum,850,0,Yes on the warm wash program only,Front,,DXA 47/1-AUS,,AS/NZS 2040.1:2005/Amdt 3:2010,3.686165618,3.5,4.00E-05,0.66,"Cotton Colour 40 C with Long Wash Time, 1400 RPM.",Australia,,85368,Approved,208,59.3,Drum,0.58221,600,19/11/19,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,180,59.3,59.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0233
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Hoover,7,,,,285,,,FALSE,Cold,China,TRUE,520,Drum,850,,Yes on the warm wash program only,Front,,DXC 27/1-AUS,,AS/NZS 2040.1:2005/Amdt 3:2010,3.820792276,3.5,3.00E-05,0.5,Cottons,Australia,0.5,85381,Approved,200,0,Drum,0.61977,600,16/12/19,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,200,59.8,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ACW0245
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,tisira,6.5,,0,,501,N.A.,0,FALSE,Dual,China,FALSE,448,Non Drum,885,0,No,Twin Tub,Twin tub,MTM65-P701PQ,,AS/NZS 2040.1:2005/Amdt 3:2010,2.144667133,2,0,0,"Normal:Wash:30min, H0water level, 40 deg C; Spin:3 min, 2 times: Rinse:3 min,M water level, 20degC, Spin:3 min, 2 times;","Australia,Fiji,New Zealand",,85388,Approved,45,0,Non-Drum,81.3,761,08/11/19,,Single product class,Available,http://www.mideaaircon.com/,http://www.arisit.com/,45,95,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ACW0223
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,3,,152,,300,,,FALSE,Cold,North Korea,TRUE,292,Drum,600,,Yes on both the warm and cold wash programs,Front,,XQG30-881E,,AS/NZS 2040.1:2005/Amdt 3:2010,1.56304437,1.5,0.43,4.8,Children's clothes to cook wash,"Australia,Fiji,New Zealand",0,85437,Approved,60,0,Drum,0.753,550,04/01/20,,Single product class,Available,,,60,30,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ACW0248
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,,78,,383,"Regular Wash, Cold Temp, Full Water Level, No Soak, Eco Rinse",67.5,FALSE,Dual,Thailand,FALSE,,Drum,,0,No,Top,Agitator,Simpson,Simpson,AS/NZS 2040.1:2005/Amdt 3:2010,2.520602423,2.5,0,1.278,"Regular Wash, Warm Temp, Full Water Level, No Soak, Eco Rinse","Australia,Fiji,New Zealand",,85513,Approved,59.8,67.5,Non-Drum,0.688,,14/11/19,,Single product class,Available,,http://www.simpson.com.au,60,67.6,67.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0229
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,,78,,383,"Regular Wash, Cold Temp, Full Water Level, No Soak, Eco Rinse",67.5,FALSE,Dual,Thailand,FALSE,,Drum,,0,No,Top,Agitator,SWT5541,Simpson,AS/NZS 2040.1:2005/Amdt 3:2010,2.520602423,2.5,0,1.278,"Regular Wash, Warm Temp, Full Water Level, No Soak, Eco Rinse","Australia,Fiji,New Zealand",,85513,Approved,59.8,67.5,Non-Drum,0.688,,14/11/19,,Single product class,Available,,http://www.simpson.com.au,60,67.6,67.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0229
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,,78,,383,"Regular Wash, Cold Temp, Full Water Level, No Soak, Eco Rinse",67.5,FALSE,Dual,Thailand,FALSE,,Drum,,0,No,Top,Agitator,SWT5541B,Simpson,AS/NZS 2040.1:2005/Amdt 3:2010,2.520602423,2.5,0,1.278,"Regular Wash, Warm Temp, Full Water Level, No Soak, Eco Rinse","Australia,Fiji,New Zealand",,85513,Approved,59.8,67.5,Non-Drum,0.688,,14/11/19,,Single product class,Available,,http://www.simpson.com.au,60,67.6,67.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0229
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,6.5,,,,440,"Regular Wash, Cold Temp, Full Water Level, No Soak, Eco Rinse",77.8,FALSE,Dual,Australia,TRUE,,Drum,,0,No,Top,Agitator,SWT6541,,AS/NZS 2040.1:2005/Amdt 3:2010,2.60559444,2.5,0,1.218,"Regular Wash, Warm Temp, Full Water Level, No Soak, Eco Rinse","Australia,Fiji,New Zealand",,85517,Approved,69.5,77.8,Non-Drum,0.673,,05/11/19,,Single product class,Available,,http://www.simpson.com.au,69.5,79.3,67.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ACW0222
