Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MIELE,271,188.0,186.0,Freezer,Upright,Germany,,Freezer,0,188,6U,,False,Labelling and MEPS,F 9552 i,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.29079108168302,,0.0,394.3536,"Australia,New Zealand",83659,Approved,188.0,,2019-08-29,,Class 9,Available,http://www.miele.com.au/,http://www.miele.com.au,299.0,0.317,300.8,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF0422
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,209,92.0,84.0,Freezer,Upright,China,540.0,Freezer,,,6U,860.0,False,Labelling and MEPS,EUF92*,EUF92*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.10801546435944,,0.0,345.6624,,83709,Approved,92.0,501.0,2019-09-08,,Class 9,Available,,,299.0,0.317,147.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF0439
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,209,92.0,84.0,Freezer,Upright,China,540.0,Freezer,,,6U,860.0,False,Labelling and MEPS,EUF92S,EUF92*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.10801546435944,,0.0,345.6624,,83709,Approved,92.0,501.0,2019-09-08,,Class 9,Available,,,299.0,0.317,147.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF0439
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,209,92.0,84.0,Freezer,Upright,China,540.0,Freezer,,,6U,860.0,False,Labelling and MEPS,EUF92W,EUF92*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.10801546435944,,0.0,345.6624,,83709,Approved,92.0,501.0,2019-09-08,,Class 9,Available,,,299.0,0.317,147.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF0439
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,224,112.0,108.0,Fresh Food,Upright,China,500.0,Refrigerator,,,2.0,860.0,False,Labelling and MEPS,EBF112*,EBF112*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.04582055904722,,0.0,342.608,,83796,Approved,112.0,470.0,2019-09-04,,Class 2,Available,,,308.0,0.309,112.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0432
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,224,112.0,108.0,Fresh Food,Upright,China,500.0,Refrigerator,,,2.0,860.0,False,Labelling and MEPS,EBF112S,EBF112*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.04582055904722,,0.0,342.608,,83796,Approved,112.0,470.0,2019-09-04,,Class 2,Available,,,308.0,0.309,112.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0432
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,224,112.0,108.0,Fresh Food,Upright,China,500.0,Refrigerator,,,2.0,860.0,False,Labelling and MEPS,EBF112W,EBF112*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.04582055904722,,0.0,342.608,,83796,Approved,112.0,470.0,2019-09-04,,Class 2,Available,,,308.0,0.309,112.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0432
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF295*,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,ECF295W,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Residentia,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF295*,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Residentia,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,RCF295W,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Cottura,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,CCF295W,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Cottura,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF295*,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Recolter,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF295*,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Recolter,310,295.0,295.0,Freezer,Chest,China,670.0,Freezer,,,6C,850.0,False,Labelling and MEPS,RRCF295W,**CF295*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.61538519161975,,0.0,444.608,"Australia,Fiji,New Zealand",83797,Approved,295.0,1115.0,2019-09-08,,Class 8,Available,,,202.0,0.514,472.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0438
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,237,172.0,157.0,Freezer,Upright,China,550.0,Freezer,,,6U,1420.0,False,Labelling and MEPS,EUF172*,EUF172*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.64649584837418,,0.0,386.2384,,83798,Approved,172.0,550.0,2019-09-04,,Class 9,Available,,,299.0,0.317,275.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0431
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,237,172.0,157.0,Freezer,Upright,China,550.0,Freezer,,,6U,1420.0,False,Labelling and MEPS,EUF172S,EUF172*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.64649584837418,,0.0,386.2384,,83798,Approved,172.0,550.0,2019-09-04,,Class 9,Available,,,299.0,0.317,275.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0431
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,237,172.0,157.0,Freezer,Upright,China,550.0,Freezer,,,6U,1420.0,False,Labelling and MEPS,EUF172W,EUF172*,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.64649584837418,,0.0,386.2384,,83798,Approved,172.0,550.0,2019-09-04,,Class 9,Available,,,299.0,0.317,275.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0431
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF142*,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,ECF142W,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Residentia,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF142*,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Residentia,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,RCF142W,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Cottura,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,CCF142W,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Cottura,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF142*,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Recolter,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,**CF142*,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Recolter,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,RRCF142W,**CF142*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",83799,Approved,142.0,730.0,2019-09-08,,Class 8,Available,,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0437
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,**CF198*,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Esatto,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,ECF198W,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Residentia,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,**CF198*,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Residentia,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,RCF198W,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Cottura,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,CCF198W,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Cottura,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,**CF198*,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Recolter,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,**CF198*,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Recolter,358,198.0,198.0,Freezer,Chest,China,850.0,Freezer,,,6C,523.0,False,Labelling and MEPS,RRCF198W,**CF198*,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.31962665972879,,0.0,364.938,"Australia,Fiji,New Zealand",83816,Approved,198.0,945.0,2019-09-08,,Class 8,Available,,,202.0,0.514,317.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0436
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Midea,683,"447.0,188.0","422.0,120.0","Fresh Food,Freezer",Upright,China,728.5,Refrigerator/Freezer,,,5B,1775.0,False,Labelling and MEPS,HC-705WEN(SN),,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.01789715743301,"2,2",248.235,973.8946,"Australia,Fiji,New Zealand",84000,Approved,635.0,911.0,2019-09-11,,Class 6,Available,,http://global.midea.com.cn/midea/,440.0,0.382,747.8,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0443
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LIEBHERR,300,"202.0,81.0","198.0,63.0","Fresh Food,Freezer",Upright,Germany,545.0,Refrigerator/Freezer,,,5B,1770.0,False,Labelling and MEPS,SICN 3314,,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.52118345484316,,0.0,566.6712,Australia,84093,Approved,283.0,559.0,2019-09-10,,Class 6,Available,http://www.andico.com.au/,http://www.andico.com.au,440.0,0.382,331.6,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0440
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sheffield,209,92.0,84.0,Freezer,Upright,China,860.0,Freezer,,,6U,540.0,False,Labelling and MEPS,PLA1253,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.10801546435944,,0.0,345.6624,"Australia,Fiji,New Zealand",84097,Approved,92.0,501.0,2019-09-12,,Class 9,Available,http://www.Midea.com.cn/,,299.0,0.317,147.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF0449
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sheffield,224,112.0,112.0,Fresh Food,Upright,China,500.0,Refrigerator,,,2.0,860.0,False,Labelling and MEPS,PLA1252,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.04582055904722,,0.0,342.608,"Australia,Fiji,New Zealand",84109,Approved,112.0,470.0,2019-09-11,,Class 2,Available,http://www.Midea.com.cn/,,308.0,0.309,112.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0442
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sheffield,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,PLA1245,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.23992942404434,,0.0,318.678,"Australia,Fiji,New Zealand",84111,Approved,142.0,730.0,2019-09-12,,Class 8,Available,http://www.Midea.com.cn/,,202.0,0.514,227.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF0448
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sheffield,237,172.0,157.0,Freezer,Upright,China,550.0,Freezer,,,6U,1420.0,False,Labelling and MEPS,PLA1244,,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.64649584837418,,0.0,386.2384,"Australia,Fiji,New Zealand",84116,Approved,172.0,550.0,2019-09-11,,Class 9,Available,http://www.Midea.com.cn/,,299.0,0.317,275.2,6U,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF0441
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sheffield,194,237.0,235.0,Fresh Food,Upright,China,550.0,Refrigerator,,,2.0,1420.0,False,Labelling and MEPS,PLA1243,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.32276722461958,,0.0,381.233,"Australia,Fiji,New Zealand",84119,Approved,237.0,550.0,2019-09-12,,Class 2,Available,http://www.Midea.com.cn/,,308.0,0.309,237.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF0447
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sheffield,249,46.0,45.0,Fresh Food,Upright,China,492.0,Refrigerator,,,2.0,450.0,False,Labelling and MEPS,PLA1239,,AS/NZS 4474.1:2007/Amdt 2:2011,1.0,1.04601154890229,,0.0,322.214,"Australia,Fiji,New Zealand",84121,Approved,46.0,472.0,2019-09-12,,Class 2,Available,http://www.Midea.com.cn/,,308.0,0.309,46.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ARF0446
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Smeg,507,"338.0,135.0","328.0,109.0","Fresh Food,Freezer",Upright,Italy,810.0,Refrigerator/Freezer,,,5T,1860.0,False,Labelling and MEPS,FAB50***-1,FAB50***-1,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.52977252287742,,0.0,546.736,"Australia,New Zealand",84155,Approved,473.0,796.0,2019-09-18,,Class 5,Available,,http://www.smeg.com.au,334.0,0.384,554.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF0452
