Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,621,389.0,288.0,Freezer,Upright,Thailand,715.0,Freezer,0,389,7.0,1695.0,False,Labelling and MEPS,E388RW1,E388*,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.50479807070212,,0.0,702.9136,"Australia,Fiji,New Zealand",102962,Approved,389.0,635.0,2021-11-09,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,622.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1050
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,FISHER & PAYKEL,621,389.0,288.0,Freezer,Upright,Thailand,715.0,Freezer,0,389,7.0,1695.0,False,Labelling and MEPS,E388RXFD1,E388*,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.50479807070212,,0.0,702.9136,"Australia,Fiji,New Zealand",102962,Approved,389.0,635.0,2021-11-09,,Class 10,Available,,http://www.fisherpaykel.com,383.0,0.514,622.4,7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1050
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,AKAI,412,"216.0,104.0","205.0,87.0","Fresh Food,Freezer",Upright,China,695.0,Refrigerator/Freezer,,,5B,1520.0,False,Labelling and MEPS,AKBMF320LTRSS,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.58155686706828,,0.0,586.0768,"Australia,New Zealand",102983,Approved,320.0,610.0,2021-11-17,,Class 6,Available,,,440.0,0.382,382.4,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1054
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Prinetti,314,142.0,142.0,Freezer,Chest,China,523.0,Freezer,,,6C,850.0,False,Labelling and MEPS,IA0832,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.24140720601685,,0.0,318.7808,"Australia,Fiji,New Zealand",103000,Approved,142.0,730.0,2021-11-04,,Class 8,Available,,,202.0,0.514,227.2,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1042
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,HISENSE,578,"216.0,350.0","177.0,341.0","Freezer,Fresh Food",Side by Side,China,643.0,Refrigerator/Freezer,,,5S,1786.0,False,Labelling and MEPS,HR6SBSFF566,HR6SBSFF566,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.50291237125111,,0.0,732.208,Australia,103008,Approved,566.0,910.0,2021-11-07,,Class 7,Available,,,607.0,0.18,695.6,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1043
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,HISENSE,578,"216.0,350.0","177.0,341.0","Freezer,Fresh Food",Side by Side,China,643.0,Refrigerator/Freezer,,,5S,1786.0,False,Labelling and MEPS,HR6SBSFF566S,HR6SBSFF566,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.50291237125111,,0.0,732.208,Australia,103008,Approved,566.0,910.0,2021-11-07,,Class 7,Available,,,607.0,0.18,695.6,5S,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1043
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,AKAI,412,"216.0,104.0","205.0,87.0","Fresh Food,Freezer",Upright,China,695.0,Refrigerator/Freezer,,,5B,1520.0,False,Labelling and MEPS,AKBMF320LTRWH,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.58155686706828,,0.0,586.0768,"Australia,New Zealand",103130,Approved,320.0,610.0,2021-11-09,,Class 6,Available,,,440.0,0.382,382.4,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1051
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Stirling,166,116.1,115.2,Fresh Food,Upright,China,,Refrigerator,,,2.0,,False,Labelling and MEPS,STR-H115VBF-*,STR-H115VBF-*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.22213236932827,,0.0,343.8749,"Australia,New Zealand",103253,Approved,116.1,,2021-11-15,,Class 2,Available,,http://www.tempoaustralia.com.au,308.0,0.309,116.1,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1053
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Stirling,166,116.1,115.2,Fresh Food,Upright,China,,Refrigerator,,,2.0,,False,Labelling and MEPS,STR-H115VBF-BKL,STR-H115VBF-*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.22213236932827,,0.0,343.8749,"Australia,New Zealand",103253,Approved,116.1,,2021-11-15,,Class 2,Available,,http://www.tempoaustralia.com.au,308.0,0.309,116.1,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1053
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Stirling,166,116.1,115.2,Fresh Food,Upright,China,,Refrigerator,,,2.0,,False,Labelling and MEPS,STR-H115VBF-BLU,STR-H115VBF-*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.22213236932827,,0.0,343.8749,"Australia,New Zealand",103253,Approved,116.1,,2021-11-15,,Class 2,Available,,http://www.tempoaustralia.com.au,308.0,0.309,116.1,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1053
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Stirling,166,116.1,115.2,Fresh Food,Upright,China,,Refrigerator,,,2.0,,False,Labelling and MEPS,STR-H115VBF-WHT,STR-H115VBF-*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.22213236932827,,0.0,343.8749,"Australia,New Zealand",103253,Approved,116.1,,2021-11-15,,Class 2,Available,,http://www.tempoaustralia.com.au,308.0,0.309,116.1,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1053
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,279,"247.0,85.0","241.0,71.0","Fresh Food,Freezer",Upright,Indonesia,665.0,Refrigerator/Freezer,,,5T,1690.0,False,Labelling and MEPS,GT-332MSPL,GT-332MSPL,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.07605497865567,,0.0,505.1256,,103367,Approved,332.0,600.0,2021-12-09,,Class 5,Available,,,334.0,0.384,383.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1069
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,279,"247.0,85.0","241.0,71.0","Fresh Food,Freezer",Upright,Indonesia,665.0,Refrigerator/Freezer,,,5T,1690.0,False,Labelling and MEPS,GT-332MSWL,GT-332MSPL,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.07605497865567,,0.0,505.1256,,103367,Approved,332.0,600.0,2021-12-09,,Class 5,Available,,,334.0,0.384,383.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1069
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,279,"247.0,85.0","241.0,71.0","Fresh Food,Freezer",Upright,Indonesia,665.0,Refrigerator/Freezer,,,5T,1690.0,False,Labelling and MEPS,GT-332SDC,GT-332MSPL,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.07605497865567,,0.0,505.1256,,103367,Approved,332.0,600.0,2021-12-09,,Class 5,Available,,,334.0,0.384,383.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1069
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,279,"247.0,85.0","241.0,71.0","Fresh Food,Freezer",Upright,Indonesia,665.0,Refrigerator/Freezer,,,5T,1690.0,False,Labelling and MEPS,GT-332WDC,GT-332MSPL,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.07605497865567,,0.0,505.1256,,103367,Approved,332.0,600.0,2021-12-09,,Class 5,Available,,,334.0,0.384,383.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1069
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Changhong,522,500.0,500.0,Freezer,Chest,China,730.0,Freezer,,,6C,835.0,False,Labelling and MEPS,FCF500R02W,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.68526648515061,,0.0,613.2,"Australia,Fiji,New Zealand",103369,Approved,500.0,1650.0,2021-11-29,,Class 8,Available,,http://changhong.com.au/oldwebsite/,202.0,0.514,800.0,6C,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1058
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Hafele,195,48.0,47.0,Fresh Food,Upright,China,472.0,Refrigerator,,,2.0,511.0,False,Labelling and MEPS,534.14.010,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.00408047066541,,0.0,322.832,"Australia,Fiji,New Zealand",103371,Approved,48.0,439.0,2021-12-09,,Class 2,Available,,http://www.hafele.com.au,308.0,0.309,48.0,2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1068
True,AS/NZS 4474.2:2009/Amdt 1:2011,HAIER,524,"322.0,153.0","322.0,153.0","Fresh Food,Freezer",Upright,Thailand,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,HTMR480**,HTMR480**,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.45059695641575,,0.0,551.6512,New Zealand,103402,Approved,475.0,,2116-11-23,,Class 5,Available,,http://www.haierappliances.com.au/,334.0,0.384,566.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0475
True,AS/NZS 4474.2:2009/Amdt 1:2011,HAIER,524,"322.0,153.0","322.0,153.0","Fresh Food,Freezer",Upright,Thailand,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,HTMR480SS,HTMR480**,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.45059695641575,,0.0,551.6512,New Zealand,103402,Approved,475.0,,2116-11-23,,Class 5,Available,,http://www.haierappliances.com.au/,334.0,0.384,566.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0475
True,AS/NZS 4474.2:2009/Amdt 1:2011,HAIER,524,"322.0,153.0","322.0,153.0","Fresh Food,Freezer",Upright,Thailand,,Refrigerator/Freezer,,,5T,,False,Labelling and MEPS,HTMR480WH,HTMR480**,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.45059695641575,,0.0,551.6512,New Zealand,103402,Approved,475.0,,2116-11-23,,Class 5,Available,,http://www.haierappliances.com.au/,334.0,0.384,566.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0475
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,310,"130.0,255.0","105.0,239.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1586.0,False,Labelling and MEPS,MR-385EK *****,MR-385EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.0477244549523,,0.0,511.792,"Australia,New Zealand",103413,Approved,385.0,686.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,463.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1067
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,310,"130.0,255.0","105.0,239.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1586.0,False,Labelling and MEPS,MR-385EK-SB-A,MR-385EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.0477244549523,,0.0,511.792,"Australia,New Zealand",103413,Approved,385.0,686.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,463.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1067
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,310,"130.0,255.0","105.0,239.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1586.0,False,Labelling and MEPS,MR-385EK-ST-A,MR-385EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.0477244549523,,0.0,511.792,"Australia,New Zealand",103413,Approved,385.0,686.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,463.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1067
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,310,"130.0,255.0","105.0,239.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1586.0,False,Labelling and MEPS,MR-385EK-W-A,MR-385EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.0477244549523,,0.0,511.792,"Australia,New Zealand",103413,Approved,385.0,686.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,463.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1067
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,326,"130.0,290.0","105.0,274.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1691.0,False,Labelling and MEPS,MR-420EK *****,MR-420EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.00200063874245,,0.0,525.232,"Australia,New Zealand",103421,Approved,420.0,686.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,498.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1056
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,326,"130.0,290.0","105.0,274.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1691.0,False,Labelling and MEPS,MR-420EK-SB-A,MR-420EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.00200063874245,,0.0,525.232,"Australia,New Zealand",103421,Approved,420.0,686.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,498.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1056
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,326,"130.0,290.0","105.0,274.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1691.0,False,Labelling and MEPS,MR-420EK-ST-A,MR-420EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.00200063874245,,0.0,525.232,"Australia,New Zealand",103421,Approved,420.0,686.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,498.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1056
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,326,"130.0,290.0","105.0,274.0","Freezer,Fresh Food",Upright,Thailand,706.0,Refrigerator/Freezer,,,5T,1691.0,False,Labelling and MEPS,MR-420EK-W-A,MR-420EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.00200063874245,,0.0,525.232,"Australia,New Zealand",103421,Approved,420.0,686.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,498.0,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1056
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,340,"178.0,330.0","144.0,307.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1652.0,False,Labelling and MEPS,MR-508EK *****,MR-508EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.27398914177517,,0.0,570.0832,"Australia,New Zealand",103424,Approved,508.0,751.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,614.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1066
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,340,"178.0,330.0","144.0,307.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1652.0,False,Labelling and MEPS,MR-508EK-SB-A,MR-508EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.27398914177517,,0.0,570.0832,"Australia,New Zealand",103424,Approved,508.0,751.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,614.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1066
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,340,"178.0,330.0","144.0,307.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1652.0,False,Labelling and MEPS,MR-508EK-ST-A,MR-508EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.27398914177517,,0.0,570.0832,"Australia,New Zealand",103424,Approved,508.0,751.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,614.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1066
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,340,"178.0,330.0","144.0,307.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1652.0,False,Labelling and MEPS,MR-508EK-W-A,MR-508EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.27398914177517,,0.0,570.0832,"Australia,New Zealand",103424,Approved,508.0,751.0,2021-12-09,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,614.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1066
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,350,"178.0,382.0","144.0,357.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1777.0,False,Labelling and MEPS,MR-560EK *****,MR-560EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.33304544858127,,0.0,590.0512,"Australia,New Zealand",103426,Approved,560.0,751.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,666.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1057
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,350,"178.0,382.0","144.0,357.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1777.0,False,Labelling and MEPS,MR-560EK-SB-A,MR-560EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.33304544858127,,0.0,590.0512,"Australia,New Zealand",103426,Approved,560.0,751.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,666.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1057
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,350,"178.0,382.0","144.0,357.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1777.0,False,Labelling and MEPS,MR-560EK-ST-A,MR-560EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.33304544858127,,0.0,590.0512,"Australia,New Zealand",103426,Approved,560.0,751.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,666.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1057
False,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,MITSUBISHI ELECTRIC,350,"178.0,382.0","144.0,357.0","Freezer,Fresh Food",Upright,Thailand,795.0,Refrigerator/Freezer,,,5T,1777.0,False,Labelling and MEPS,MR-560EK-W-A,MR-560EK *****,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.33304544858127,,0.0,590.0512,"Australia,New Zealand",103426,Approved,560.0,751.0,2021-11-23,,Class 5,Available,http://www.MitsubishiElectric.com.au/,,334.0,0.384,666.8,5T,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1057
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,573,"272.0,414.0,14.0","169.0,367.0,4.0","Freezer,Fresh Food,Ice making",Upright,South Korea,758.0,Refrigerator/Freezer,,,5B,1784.0,True,Labelling and MEPS,SG-5I700TSL,SIGNATURE,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.00519123910765,"2,2",290.244,1227.5966,,103442,Approved,700.0,912.0,2022-03-07,,Class 10,Available,,,440.0,0.382,866.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1120
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,573,"272.0,414.0,14.0","169.0,367.0,4.0","Freezer,Fresh Food,Ice making",Upright,South Korea,758.0,Refrigerator/Freezer,,,5B,1784.0,True,Labelling and MEPS,SG-5V700TSL,SIGNATURE,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.00519123910765,"2,2",290.244,1227.5966,,103442,Approved,700.0,912.0,2022-03-07,,Class 10,Available,,,440.0,0.382,866.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1120
True,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,573,"272.0,414.0,14.0","169.0,367.0,4.0","Freezer,Fresh Food,Ice making",Upright,South Korea,758.0,Refrigerator/Freezer,,,5B,1784.0,True,Labelling and MEPS,SIGNATURE,SIGNATURE,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.00519123910765,"2,2",290.244,1227.5966,,103442,Approved,700.0,912.0,2022-03-07,,Class 10,Available,,,440.0,0.382,866.0,5B,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1120
