Submit_ID,Brand_Reg,Model_No,Family Name,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,CEC,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Star2,Product Website,Representative Brand URL,Star Rating Index,Star Image Large,Star Image Small,Power supply,Tuner Type,What test standard was used,Registration Number
109930,BAUHN,ATV49UHD-1117,,"Australia,New Zealand",China,123.2,6485.6349582336,LCD,0.34,0.0,0.0,93.6,,,344.0,Approved,2022-08-30,,Single product class,Available,3.5,,,3.99528384970668,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2517
109932,SAMSUNG ELECTRONICS,HG49AE460HK,,"Australia,Fiji,New Zealand",Vietnam,123.219,6486.96,LCD (LED),0.43,0.0,0.0,77.0,,,284.0,Approved,2022-09-13,,Single product class,Available,4.5,,http://www.samsung.com.au,4.85505234549262,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,,ATV2527
109933,SAMSUNG ELECTRONICS,HG49AE570HK,,"Australia,Fiji,New Zealand",Vietnam,123.219,6486.96,LCD (LED),0.43,0.0,0.0,77.0,,,284.0,Approved,2022-09-13,,Single product class,Available,4.5,,http://www.samsung.com.au,4.85505234549262,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,,ATV2528
109953,AKAI,AK402017FHDC,,"Australia,New Zealand",China,101.609,4411.6164,LCD,0.33,0.0,0.0,56.32,,,208.0,Approved,2022-09-04,,Single product class,Available,4.5,,,4.72375437649931,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2520
109961,Avio,AV5506UHD,,New Zealand,China,138.783,8230.1184,LCD (LED),0.47,0.0,0.0,110.98,6.0,6.77725384026064,449.0,Approved,2117-08-31,,Single product class,Available,3.5,,,3.7754961985209,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0357
109962,EVOKE,EV5506UHD,,New Zealand,China,138.783,8230.1184,LCD (LED),0.44,0.0,0.0,103.87,7.0,7.07647008949396,420.0,Approved,2117-08-31,,Single product class,Available,4.0,,,4.07471244775422,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0358
109963,Linden,L24HTV17a,,Australia,China,59.998,1534.7108119,LCD,0.29,0.0,0.0,19.0189,,,71.0,Approved,2022-09-27,,Single product class,Available,5.5,http://www.thegoodguys.com.au/,http://www.lindenproducts.com.au,5.83306379422266,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV2546
110000,JVC,LT-32N386A,,"Australia,Fiji,New Zealand",China,80.039,2736.6498,LCD,0.4,0.0,0.0,24.65,,,119.0,Approved,2022-09-05,,Single product class,Available,5.0,,,5.4471749520464,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2521
110011,LOEWE,BILD 4.55,BILD *.55,Australia,Germany,138.989,8254.4796,OLED,0.403,75.0,1.0,150.0,,,577.0,Approved,2022-09-14,,Single product class,Available,2.5,,,2.66367733754246,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2529
110011,LOEWE,BILD *.55,BILD *.55,Australia,Germany,138.989,8254.4796,OLED,0.403,75.0,1.0,150.0,,,577.0,Approved,2022-09-14,,Single product class,Available,2.5,,,2.66367733754246,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2529
110011,LOEWE,BILD 5.55,BILD *.55,Australia,Germany,138.989,8254.4796,OLED,0.403,75.0,1.0,150.0,,,577.0,Approved,2022-09-14,,Single product class,Available,2.5,,,2.66367733754246,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2529
110095,Toshiba,32L4750A,,"Australia,Fiji,New Zealand","Malaysia,South Africa,Thailand,Indonesia,Vietnam,Egypt,China",80.029,2735.9872,LCD,0.0,0.0,0.0,36.06,,,148.0,Approved,2022-09-13,,Single product class,Available,4.0,http://www.powermove.com.au,http://toshibatv-ap.com/,4.46896346448905,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2524
110106,KONIC,KKD40ES638C,,New Zealand,China,100.333,4262.2974,LCD,0.35,0.0,0.0,37.8,9.0,9.36670635741458,140.0,Approved,2117-09-11,,Single product class,Available,6.0,,,6.36507759410531,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0359
110124,EVOKE,EV2019DVD,,New Zealand,China,49.389,1023.238044,LCD (LED),0.31,0.0,0.0,19.9,7.0,7.1347443607166,80.0,Approved,2117-09-13,,Single product class,Available,4.0,,,4.13366076038561,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0362
110125,VEON,VN32N19LEDDVD,,New Zealand,China,80.039,2736.7112736,LCD (LED),0.3,0.0,0.0,32.73,8.0,8.01820791855082,131.0,Approved,2117-09-13,,Single product class,Available,5.0,http://www.expressluck.com/,,5.01670791097681,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0361
110138,EVOKE,EV2419DVD,,New Zealand,China,59.824,1528.86807072,LCD (LED),0.3,0.0,0.0,28.5,6.0,6.6614314069011,115.0,Approved,2117-09-13,,Single product class,Available,3.5,http://www.expressluck.com/,,3.66015834484118,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0360
110181,SONIQ,E32V17B*,E32V17B*,"Australia,Fiji,New Zealand",China,80.06,2737.8617,LCD (LED),0.34,0.0,0.0,32.6,,,160.0,Approved,2022-09-18,,Single product class,Available,4.0,,,4.12202898416321,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2530
110181,SONIQ,E32V17B-AU,E32V17B*,"Australia,Fiji,New Zealand",China,80.06,2737.8617,LCD (LED),0.34,0.0,0.0,32.6,,,160.0,Approved,2022-09-18,,Single product class,Available,4.0,,,4.12202898416321,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2530
110181,SONIQ,E32V17B-NZ,E32V17B*,"Australia,Fiji,New Zealand",China,80.06,2737.8617,LCD (LED),0.34,0.0,0.0,32.6,,,160.0,Approved,2022-09-18,,Single product class,Available,4.0,,,4.12202898416321,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2530
110184,JVC,LT-48N570A,,"Australia,Fiji,New Zealand",China,121.345,6299.72,LCD (LED),0.39,0.0,0.0,78.7,,,313.0,Approved,2022-09-18,,Single product class,Available,4.0,,,4.30103283283927,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2532
110192,TEAC,LEDV2420DT,,"Fiji,New Zealand",China,59.824,1528.86953664,LCD,0.24,0.0,0.0,25.39,7.0,7.56505601358387,94.0,Approved,2117-10-17,,Single product class,Available,4.5,,http://www.teac.co.nz,4.56378295109927,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0367
110202,JVC,LT-55N776A,,"Australia,Fiji,New Zealand",China,138.783,8230.1184,LCD (LED),0.36,0.0,0.0,123.0,,,474.0,Approved,2022-09-18,,Single product class,Available,3.5,,,3.5326729861372,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV2535
110203,JVC,LT-60N785A,,"Australia,Fiji,New Zealand",China,152.661,9958.443264,LCD (LED),0.35,0.0,0.0,122.2,,,478.0,Approved,2022-09-20,,Single product class,Available,4.0,,,4.28785266893177,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2538
110204,JVC,LT-48N685A,,"Australia,Fiji,New Zealand",China,120.94,6249.851136,LCD (LED),0.47,0.0,0.0,95.57,,,390.0,Approved,2022-09-18,,Single product class,Available,3.0,,,3.28333312257119,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2537
110214,KOGAN,KALED24QF7000VA,,"Australia,Fiji,New Zealand",China,60.47,1562.462784,LCD (LED),0.32,0.0,0.0,13.0,,,52.0,Approved,2022-09-25,,Single product class,Available,7.0,,,7.28404237775007,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,EPS,Digital,AS/NZS 62087.1:2010,ATV2542
110221,TEAC,LE55E5S1UHD,,Australia,China,138.783,8230.1184,LCD (LED),0.25,0.0,0.0,84.919,,,340.0,Approved,2022-09-22,,Single product class,Available,5.0,http://www.teac.com.au/,http://www.teac.com.au,5.02167727117258,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2539
110223,SEIKI,SC-75AU600,,"Australia,New Zealand",China,188.996,15267.69,LCD,0.31,0.0,0.0,176.55,,,680.0,Approved,2022-10-24,,Single product class,Available,4.5,http://www.ayonz.com/,,4.51964447709612,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2569
110226,SEIKI,SC-55AU300,,"Australia,New Zealand",China,139.276,8351.0784,LCD,0.29,0.0,0.0,94.77,,,348.0,Approved,2022-10-24,,Single product class,Available,4.5,http://www.ayonz.com/,,4.97774552670808,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2564
110227,SEIKI,SC-40AU300,,"Australia,New Zealand",China,97.974,4101.633936,LCD (LED),0.309,0.0,0.0,51.34,,,191.0,Approved,2022-10-24,,Single product class,Available,4.5,http://www.ayonz.com/,,4.82552427333807,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2562
110228,SEIKI,SC-32AU300,,"Australia,New Zealand",China,80.043,2737.0771,LCD,0.37,0.0,0.0,38.8,,,144.0,Approved,2022-10-24,,Single product class,Available,4.5,http://www.ayonz.com/,,4.59317093318593,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2568
110232,TEAC,LE65E5S1UHD,,Australia,China,163.867,11460.58,LCD (LED),0.393,0.0,0.0,97.186,,,380.0,Approved,2022-10-09,,Single product class,Available,5.5,http://www.teac.com.au/,http://www.teac.com.au,5.90691338212195,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2548
110237,SAMSUNG ELECTRONICS,HG32AE460FK,,"Australia,Fiji,New Zealand",Vietnam,80.103,2743.14,LCD (LED),0.5,0.0,0.0,36.0,,,134.0,Approved,2022-09-25,,Single product class,Available,4.5,,http://www.samsung.com.au,4.92361181047894,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,,ATV2543
110238,SAMSUNG ELECTRONICS,HG32AE570FK,,"Australia,Fiji,New Zealand",Vietnam,80.103,2743.14,LCD (LED),0.5,0.0,0.0,36.0,,,134.0,Approved,2022-09-22,,Single product class,Available,4.5,,http://www.samsung.com.au,4.92361181047894,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,,ATV2541
110240,Linden,L49UTV17a,,Australia,China,123.53,6515.85,LCD (LED),0.4,0.0,0.0,89.2,,,330.0,Approved,2022-09-26,,Single product class,Available,4.0,http://www.thegoodguys.com.au/,http://www.lindenproducts.com.au,4.20028606690199,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2544
110278,SAMSUNG ELECTRONICS,QA55Q6FAMW,,"Australia,Fiji,New Zealand",Vietnam,138.798,8228.0,LCD (LED),0.5,0.0,0.0,111.0,,,408.0,Approved,2023-03-05,,Single product class,Available,4.0,,http://www.samsung.com.au,4.20355460966215,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV2753
110329,TEAC,LE49E5S1UHD,,Australia,China,125.025,6740.02,LCD (LED),0.3,0.0,0.0,62.342,,,270.0,Approved,2022-10-12,,Single product class,Available,5.0,http://www.teac.com.au/,http://www.teac.com.au,5.23667226125036,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2552
110330,TEAC,LE43E5S1UHD,,Australia,China,107.95,4977.89,LCD (LED),0.314,0.0,0.0,50.59,,,215.0,Approved,2022-10-16,,Single product class,Available,5.0,http://www.teac.com.au/,http://www.teac.com.au,5.04622748537235,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2553
110350,Veon,SRO494K2017,,"Fiji,New Zealand",China,123.219,6486.96,LCD (LED),0.37,0.34,4.0,102.7,6.0,6.55179473425132,380.0,Approved,2117-10-02,,Single product class,Available,3.5,,,3.55007618622558,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Digital,AS/NZS 62087.1:2010,ZTV0363
110351,Veon,SRO554K2017-P6,,New Zealand,China,138.76,8233.29,LCD (LED),0.38,0.36,4.0,116.9,6.0,6.97261137315572,430.0,Approved,2117-10-02,,Single product class,Available,3.5,,,3.97085367419119,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Digital,AS/NZS 62087.1:2010,ZTV0364
110403,Avio,AV6001UHD,,New Zealand,China,154.662,10490.667264,LCD (LED),0.42,0.0,0.0,125.05,7.0,7.68977483373604,459.0,Approved,2117-10-17,,Single product class,Available,4.5,,,4.68798463257371,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0366
110424,BAUHN,ATV55UHD-1217,,"Australia,New Zealand",China,138.783,8230.1184,LCD,0.59,0.0,0.0,118.0,,,434.0,Approved,2022-10-05,,Single product class,Available,3.5,,,3.92776747609864,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2547
110426,KONIC,KKD50ES638C,,New Zealand,China,125.727,6754.5112,LCD,0.38,0.0,0.0,83.8,7.0,7.65701410878169,308.0,Approved,2117-10-06,,Single product class,Available,4.5,,,4.65528837266637,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0365
110440,Linden,L40MTV17a,,Australia,China,100.169,4244.68,LCD (LED),0.272,0.0,0.0,51.1,,,190.0,Approved,2022-10-16,,Single product class,Available,4.5,http://www.thegoodguys.com.au/,http://www.lindenproducts.com.au,4.98059668502078,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2554
110488,SEIKI,SC-65AU600,,"Australia,New Zealand",China,163.644,11430.27,LCD,0.39,0.0,0.0,127.42,,,480.0,Approved,2022-10-27,,Single product class,Available,4.5,http://www.ayonz.com/,,4.848803591396,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2570
110505,KOGAN,KALED65KU8000SZB,,"Australia,Fiji,New Zealand",China,163.896,11478.122496,LCD,0.4,0.0,0.0,86.1,,,348.0,Approved,2022-10-12,,Single product class,Available,6.0,http://www.konka.com/cn/Index.aspx,,6.30759834717615,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2551
110507,KOGAN,KALED65JU8000ZA,,"Australia,Fiji,New Zealand",China,163.896,11478.122496,LCD (LED),0.42,0.0,0.0,117.55,,,460.0,Approved,2022-10-16,,Single product class,Available,5.0,http://www.konka.com/cn/Index.aspx,,5.05717453673956,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2556
110510,TEAC,LE32A1TGHD,,Australia,Turkey,80.04,2736.758794,LCD (LED),0.44,7.3,0.166,28.5,,,113.0,Approved,2022-10-19,,Single product class,Available,5.5,http://www.teac.com.au/,http://www.teac.com.au,5.67916635765578,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2561
110513,TEAC,LE40A1TGFHD,,Australia,Turkey,100.332,4261.906885,LCD (LED),0.32,6.3,0.166,33.0,,,123.0,Approved,2022-10-17,,Single product class,Available,6.0,http://www.teac.com.au/,http://www.teac.com.au,6.94488091828939,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2558
110514,TEAC,LE55A1TGFHD,,Australia,Turkey,138.783,8230.1184,LCD (LED),0.41,7.5,0.166,53.9,,,200.0,Approved,2022-10-19,,Single product class,Available,7.0,http://www.teac.com.au/,http://www.teac.com.au,7.39964539051558,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2560
110515,KOGAN,KALED55KU8000SZC,,"Australia,Fiji,New Zealand",China,138.783,8230.1184,LCD (LED),0.43,0.0,0.0,62.33,,,253.0,Approved,2022-10-12,,Single product class,Available,6.0,http://www.konka.com/cn/Index.aspx,,6.34618845306424,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2550
110516,KOGAN,KALED43JU8000ZC,,"Australia,Fiji,New Zealand",China,107.986,4982.701038,LCD (LED),0.34,0.0,0.0,43.11,,,177.0,Approved,2022-10-16,,Single product class,Available,5.5,http://www.konka.com/cn/Index.aspx,,5.92160665824146,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2557
110538,axis,AX-1519,,"Australia,Fiji,New Zealand",China,47.011,943.0,LCD (LED),0.428,0.0,0.0,18.0,,,68.0,Approved,2022-10-24,,Single product class,Available,4.5,,,4.6483373628092,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV2563
110549,axis,AX-1522,,"Australia,Fiji,New Zealand",China,54.811,1287.9,LCD (LED),0.463,0.0,0.0,23.7,,,89.0,Approved,2022-10-24,,Single product class,Available,4.0,,,4.29606363433033,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV2567
110569,HITACHI,32FHDSM6,,"Australia,New Zealand",China,80.103,2743.14,LCD,0.41,0.0,0.0,39.0,,,145.0,Approved,2022-10-18,,Single product class,Available,4.5,,http://www.hitachi.com.my,4.57005490952879,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2559
110639,axis,AX-1532 series 3,,"Australia,Fiji,New Zealand",China,79.967,2732.24,LCD (LED),0.628,0.0,0.0,45.1,,,168.0,Approved,2022-10-24,,Single product class,Available,3.5,,,3.89604628880074,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV2566
110660,Kogan,KALED32LH6000DQA,,"Australia,New Zealand",China,80.039,2736.70931232,LCD,0.37,0.0,0.0,26.3,,,98.0,Approved,2022-11-02,,Single product class,Available,6.0,,,6.31734721777869,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2573
110662,SEIKI,SC-55AU600,,"Australia,New Zealand",China,138.783,8230.1184,LCD (LED),0.33,0.0,0.0,93.89,,,348.0,Approved,2022-10-24,,Single product class,Available,4.5,http://www.ayonz.com/,,4.91745350119449,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2565
110699,Platinum,PT5506UHD-3,,"Australia,Fiji,New Zealand",China,138.783,8230.1184,LCD (LED),0.331,0.0,0.0,99.835,,,370.0,Approved,2022-10-31,,Single product class,Available,4.5,,,4.64274009136138,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV2571
