Submit_ID,Brand_Reg,Model_No,Family Name,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,CEC,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Star2,Product Website,Representative Brand URL,Star Rating Index,Star Image Large,Star Image Small,Power supply,Tuner Type,What test standard was used,Registration Number
97944,SONIQ,E32Z16A-NZ,E32Z16A-XX,"Australia,Fiji",China,80.043,2737.0771,LCD (LED),0.664,0.0,0.0,30.62,,,160.0,Approved,2021-04-12,,Single product class,Available,4.0,,,4.12100619870312,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV1828
97944,SONIQ,E32Z16A-XX,E32Z16A-XX,"Australia,Fiji",China,80.043,2737.0771,LCD (LED),0.664,0.0,0.0,30.62,,,160.0,Approved,2021-04-12,,Single product class,Available,4.0,,,4.12100619870312,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV1828
97950,SHARP,LC-50LE275X,,"Australia,Fiji,New Zealand",Malaysia,125.727,6754.5112,LCD (LED),0.36,12.4,0.5,48.6,10.0,10.0146582925295,182.0,Approved,2021-05-03,,Single product class,Available,7.0,http://www.sharp.net.au/,,7.01293255641418,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,Internal,Digital,AS/NZS 62087.1:2010,ATV1872
97951,SHARP,LC-58LE275X,,"Australia,Fiji,New Zealand",Malaysia,146.068,9162.5014,LCD (LED),0.36,12.1,0.5,70.8,10.0,10.0146582925295,263.0,Approved,2021-05-10,,Single product class,Available,6.0,http://www.sharp.net.au/,,6.6175036248363,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Digital,AS/NZS 62087.1:2010,ATV1884
97952,SHARP,LC-65LE275X,,"Australia,Fiji,New Zealand",Malaysia,163.897,11477.9975,LCD (LED),0.3,15.3,0.5,123.6,10.0,10.0146582925295,456.0,Approved,2021-05-10,,Single product class,Available,5.0,http://www.sharp.net.au/,,5.09626782962606,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV1883
97956,HISENSE,40K3300UW,,Australia,China,101.245,4380.068154,LCD (LED),0.39,0.0,0.0,56.53,,,238.0,Approved,2021-04-21,,Single product class,Available,4.0,,,4.09221830732927,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1849
97958,SONIQ,E40V16A-AU,E40V16A-XX,"Australia,Fiji,New Zealand",China,101.612,4412.0592,LCD (LED),0.453,0.0,0.0,45.95,,,240.0,Approved,2021-04-21,,Single product class,Available,4.0,,,4.0828475442199,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1850
97958,SONIQ,E40V16A-NZ,E40V16A-XX,"Australia,Fiji,New Zealand",China,101.612,4412.0592,LCD (LED),0.453,0.0,0.0,45.95,,,240.0,Approved,2021-04-21,,Single product class,Available,4.0,,,4.0828475442199,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1850
97958,SONIQ,E40V16A-XX,E40V16A-XX,"Australia,Fiji,New Zealand",China,101.612,4412.0592,LCD (LED),0.453,0.0,0.0,45.95,,,240.0,Approved,2021-04-21,,Single product class,Available,4.0,,,4.0828475442199,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1850
97959,SONIQ,E32V16B-AU,E32V16B-XX,"Australia,Fiji,New Zealand",China,80.043,2737.0771,LCD (LED),0.345,0.0,0.0,31.53,,,160.0,Approved,2021-04-12,,Single product class,Available,4.0,,,4.12100619870312,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1827
97959,SONIQ,E32V16B-NZ,E32V16B-XX,"Australia,Fiji,New Zealand",China,80.043,2737.0771,LCD (LED),0.345,0.0,0.0,31.53,,,160.0,Approved,2021-04-12,,Single product class,Available,4.0,,,4.12100619870312,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1827
97959,SONIQ,E32V16B-XX,E32V16B-XX,"Australia,Fiji,New Zealand",China,80.043,2737.0771,LCD (LED),0.345,0.0,0.0,31.53,,,160.0,Approved,2021-04-12,,Single product class,Available,4.0,,,4.12100619870312,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1827
98013,Platinum,PT5501LED,,Australia,China,139.235,8262.0,LCD (LED),0.0,0.0,0.0,93.58,,,378.0,Approved,2021-04-21,,Single product class,Available,4.5,,,4.56284732753089,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV1851
98019,SAMSUNG ELECTRONICS,UA49KU7000,UA49KU7000,"Australia,Fiji,New Zealand",Vietnam,123.132,6480.92,LCD (LED),0.3,0.0,14.0,89.0,,,327.0,Approved,2021-04-18,,Single product class,Available,4.0,,http://www.samsung.com.au,4.21946750057526,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV1840
98019,SAMSUNG ELECTRONICS,UA49KU7000S,UA49KU7000,"Australia,Fiji,New Zealand",Vietnam,123.132,6480.92,LCD (LED),0.3,0.0,14.0,89.0,,,327.0,Approved,2021-04-18,,Single product class,Available,4.0,,http://www.samsung.com.au,4.21946750057526,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV1840
98019,SAMSUNG ELECTRONICS,UA49KU7000W,UA49KU7000,"Australia,Fiji,New Zealand",Vietnam,123.132,6480.92,LCD (LED),0.3,0.0,14.0,89.0,,,327.0,Approved,2021-04-18,,Single product class,Available,4.0,,http://www.samsung.com.au,4.21946750057526,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV1840
98020,SAMSUNG ELECTRONICS,UA49KU7500,,"Australia,Fiji,New Zealand",Vietnam,123.132,6480.92,LCD (LED),0.3,0.0,0.0,89.0,,,327.0,Approved,2021-04-27,,Single product class,Available,4.0,,http://www.samsung.com.au,4.21946750057526,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV1860
98021,SAMSUNG ELECTRONICS,UA55KU7000,UA55KU7000,"Fiji,New Zealand",Vietnam,138.798,8228.0,LCD (LED),0.3,0.0,0.0,111.0,,,407.0,Approved,2021-05-10,,Single product class,Available,4.0,,http://www.samsung.com.au,4.21455196516319,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV1882
98021,SAMSUNG ELECTRONICS,UA55KU7000S,UA55KU7000,"Fiji,New Zealand",Vietnam,138.798,8228.0,LCD (LED),0.3,0.0,0.0,111.0,,,407.0,Approved,2021-05-10,,Single product class,Available,4.0,,http://www.samsung.com.au,4.21455196516319,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV1882
98021,SAMSUNG ELECTRONICS,UA55KU7000W,UA55KU7000,"Fiji,New Zealand",Vietnam,138.798,8228.0,LCD (LED),0.3,0.0,0.0,111.0,,,407.0,Approved,2021-05-10,,Single product class,Available,4.0,,http://www.samsung.com.au,4.21455196516319,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Digital,,ATV1882
98036,Panasonic,TH-40DX600U,,Australia,Malaysia,100.333,4262.2974,LCD (LED),0.5,10.0,0.15,68.0,,,252.0,Approved,2021-04-14,,Single product class,Available,3.5,,http://N/A,3.73095860908274,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1837
98037,Panasonic,TH-55DX600U,,Australia,Malaysia,138.783,8230.1184,LCD (LED),0.5,13.0,0.15,118.0,,,434.0,Approved,2021-04-21,,Single product class,Available,3.5,,http://N/A,3.92776747609864,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1852
98041,Panasonic,TH-40DX600U,,New Zealand,Malaysia,100.333,4262.2974,LCD (LED),0.5,10.0,0.15,68.0,6.0,6.73258737239201,252.0,Approved,2116-04-14,,Single product class,Available,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.73095860908274,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0286
98043,Panasonic,TH-40DX605U,,New Zealand,Malaysia,100.333,4262.2974,LCD (LED),0.5,10.0,0.15,68.0,6.0,6.73258737239201,252.0,Approved,2116-04-14,,Single product class,Available,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.73095860908274,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0287
98044,Panasonic,TH-55DX600U,,New Zealand,Malaysia,138.783,8230.1184,LCD (LED),0.5,13.0,0.15,118.0,6.0,6.92952511783838,434.0,Approved,2116-04-14,,Single product class,Available,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.92776747609864,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0288
98045,Panasonic,TH-55DX605U,,New Zealand,Malaysia,138.783,8230.1184,LCD (LED),0.5,13.0,0.15,118.0,6.0,6.92952511783838,434.0,Approved,2116-04-14,,Single product class,Available,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.92776747609864,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0289
98054,HISENSE,32M2160,,Australia,China,80.04,2736.758794,LCD (LED),0.34,0.0,0.0,27.28,,,116.0,Approved,2021-04-20,,Single product class,Available,5.5,,,5.56174251887709,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1845
98077,FINCH,LE-2419DVD,,"Australia,Fiji,New Zealand",China,60.969,1588.3546,LCD (LED),0.0,0.0,0.0,22.61,,,86.0,Approved,2021-04-22,,Single product class,Available,5.0,,,5.08041119845346,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV1855
98083,KOGAN,KALED55XXXZD,,"Australia,New Zealand",China,138.731,8226.036,LCD (LED),0.28,0.0,0.0,97.0,,,374.0,Approved,2021-04-27,,Single product class,Available,4.5,,,4.5925032398855,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1859
98173,KOGAN,KALED40XXXZD,,"Australia,New Zealand",China,101.607,4411.1736,LCD,0.33,0.0,0.0,57.26,,,222.0,Approved,2021-04-19,,Single product class,Available,4.0,http://www.konka.com/cn/Index.aspx,,4.43144959639576,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1842
98233,BAUHN,ATV32H-0716,,Australia,China,80.039,2736.7112736,LCD (LED),0.38,0.0,0.0,21.07,,,90.0,Approved,2021-05-26,,Single product class,Available,6.0,,,6.6989776904978,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1902
98280,BAUHN,ATV55UHD-0716,,Australia,China,138.783,8230.1184,LCD (LED),0.32,0.0,0.0,89.62,,,378.0,Approved,2021-05-03,,Single product class,Available,4.5,,http://www.tempoaustralia.com,4.54687718223703,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1874
98336,HISENSE,65K3300UW,,Australia,China,163.896,11478.122496,LCD (LED),0.41,0.0,0.0,117.22,,,465.0,Approved,2021-05-10,,Single product class,Available,5.0,,,5.0087262798191,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1881
98390,Philips,50PUT6820/79,,"Australia,Fiji,New Zealand",China,125.741,6756.2235,LCD (LED),0.48,0.0,0.0,64.4,,,238.0,Approved,2021-04-27,,Single product class,Available,5.5,,,5.81175814894577,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1864
98398,Philips,55PUT6820/79,,"Australia,Fiji,New Zealand",China,138.783,8230.1184,LCD (LED),0.25,0.0,0.0,73.1,,,269.0,Approved,2021-05-10,,Single product class,Available,6.0,,,6.07137929764316,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1880
98400,Philips,65PUT6820/79,,"Australia,Fiji,New Zealand",China,163.897,11477.9975,LCD (LED),0.28,0.0,0.0,90.0,,,330.0,Approved,2021-04-27,,Single product class,Available,6.0,,,6.54555979055967,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1857
98454,HISENSE,75M7000UWD,,Australia,China,189.34,15318.517824,LCD (LED),0.49,0.0,0.0,168.36,,,680.0,Approved,2021-04-28,,Single product class,Available,4.5,,,4.53388664368308,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1865
98470,PHILIPS,55PUT7101/79,,"Australia,New Zealand",China,138.783,8230.1184,LCD,0.28,0.0,0.0,127.0,,,465.0,Approved,2021-05-10,,Single product class,Available,3.5,,,3.61858143383743,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1879
98478,Sony,KD-65Z9D,,"Australia,New Zealand",Malaysia,163.878,11481.12,LCD (LED),0.5,24.0,0.65,210.0,,,775.0,Approved,2021-05-17,,Single product class,Available,2.5,http://www.sony.com.au/,,2.72060493774048,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1891
98570,SAMSUNG ELECTRONICS,UA32K4100AW,,"Australia,Fiji,New Zealand",Vietnam,79.929,2735.28,LCD (LED),0.26,0.0,0.0,33.32,,,123.0,Approved,2021-05-17,,Single product class,Available,5.0,,http://www.samsung.com.au,5.29722891904986,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,EPS,Digital,,ATV1890
98579,SAMSUNG ELECTRONICS,UA40K5100AW,,"Australia,Fiji,New Zealand",Vietnam,100.402,4275.86,LCD (LED),0.25,0.0,0.0,50.19,,,185.0,Approved,2021-05-04,,Single product class,Available,5.0,,http://www.samsung.com.au,5.12827654719931,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Digital,,ATV1876
98598,BAUHN,ATVS48-0616,,Australia,China,120.94,6249.7589,LCD (LED),0.41,0.0,0.0,98.0,,,360.0,Approved,2021-05-03,,Single product class,Available,3.5,,http://www.tempoaustralia.com,3.64197864952596,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1870
98645,KOGAN,KALED24DVDZE,,"Australia,New Zealand",China,60.463,1562.028,LCD,0.3,0.0,0.0,24.15,,,94.0,Approved,2021-05-04,,Single product class,Available,4.5,http://www.konka.com/cn/Index.aspx,,4.62995166229352,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV1875
98647,KOGAN,KALED24XXXZE,,"Australia,New Zealand",China,60.463,1562.028,LCD,0.3,0.0,0.0,24.09,,,94.0,Approved,2021-05-17,,Single product class,Available,4.5,http://www.konka.com/cn/Index.aspx,,4.62995166229352,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV1889
98666,HISENSE,50M7000UW,,Australia,China,125.731,6754.867344,LCD (LED),0.4,0.0,0.0,78.72,,,318.0,Approved,2021-05-23,,Single product class,Available,4.5,,,4.512313918849,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1895
98672,SAMSUNG ELECTRONICS,UA65KS8500,UA65KS8500,"Australia,Fiji,New Zealand",Vietnam,163.965,11489.16,LCD (LED),0.05,0.0,0.0,118.0,,,433.0,Approved,2021-05-06,,Single product class,Available,5.0,,http://www.samsung.com.au,5.33230982737792,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Digital,,ATV1878
98672,SAMSUNG ELECTRONICS,UA65KS8500S,UA65KS8500,"Australia,Fiji,New Zealand",Vietnam,163.965,11489.16,LCD (LED),0.05,0.0,0.0,118.0,,,433.0,Approved,2021-05-06,,Single product class,Available,5.0,,http://www.samsung.com.au,5.33230982737792,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Digital,,ATV1878
98672,SAMSUNG ELECTRONICS,UA65KS8500W,UA65KS8500,"Australia,Fiji,New Zealand",Vietnam,163.965,11489.16,LCD (LED),0.05,0.0,0.0,118.0,,,433.0,Approved,2021-05-06,,Single product class,Available,5.0,,http://www.samsung.com.au,5.33230982737792,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Digital,,ATV1878
98751,Skyworth,55*2000,55*2000,"Australia,Fiji,New Zealand",China,138.783,8230.1184,LCD (LED),0.31,0.0,0.0,109.8,,,423.0,Approved,2021-05-26,,Single product class,Available,4.0,,http://www.skyworth1988.com.au/,4.04281608450757,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1901
98751,Skyworth,55B2000,55*2000,"Australia,Fiji,New Zealand",China,138.783,8230.1184,LCD (LED),0.31,0.0,0.0,109.8,,,423.0,Approved,2021-05-26,,Single product class,Available,4.0,,http://www.skyworth1988.com.au/,4.04281608450757,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1901
98751,Skyworth,55E2000,55*2000,"Australia,Fiji,New Zealand",China,138.783,8230.1184,LCD (LED),0.31,0.0,0.0,109.8,,,423.0,Approved,2021-05-26,,Single product class,Available,4.0,,http://www.skyworth1988.com.au/,4.04281608450757,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1901
98776,DishTV,55UHD,,New Zealand,China,138.76,8233.29,LCD,0.37,0.0,0.0,165.9,5.0,5.42029372275315,608.0,Approved,2116-07-08,,Single product class,Available,2.0,,http://www.dishtv.co.nz,2.41853602378862,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0298
98787,Panasonic,TH-49DX600U,,Australia,Malaysia,123.202,6485.752,LCD (LED),0.5,10.0,0.15,76.0,,,281.0,Approved,2021-05-26,,Single product class,Available,4.5,,http://N/A,4.90188981831247,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV1903
98797,Panasonic,TH-49DX600U,,New Zealand,Malaysia,123.202,6485.752,LCD (LED),0.5,10.0,0.15,76.0,7.0,7.90360833267,281.0,Approved,2116-05-19,,Single product class,Available,4.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.90188981831247,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0291
98801,Panasonic,TH-49DX605U,,New Zealand,Malaysia,123.202,6485.752,LCD (LED),0.5,10.0,0.15,76.0,7.0,7.90360833267,281.0,Approved,2116-05-19,,Single product class,Available,4.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.90188981831247,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0292
98824,VEON,VN5019LED,,New Zealand,China,125.731,6754.867344,LCD (LED),0.0,0.0,0.0,86.68,7.0,7.14883514104105,345.0,Approved,2116-07-19,,Single product class,Available,4.0,,,4.14710939570133,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0300
98873,TECO,LED24FFRT,,"Australia,Fiji,New Zealand",China,59.809,1528.497216,LCD (LED),0.0,0.0,0.0,25.1,,,94.0,Approved,2021-05-24,,Single product class,Available,4.5,http://www.teco.com.au/,http://www.teco.com.au/,4.56303439937866,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ATV1897
