Record ID,Status,Brand Name,Model Number,Family Name,Selling Countries,Manufacturing Countries,Screen Size,Screen Technology,Comparative Energy Consumption,Active Standby Power,Star Rating Index,Star Rating,Product Website,Representative Brand URL,Availability Status,Expiry Date,Star Image Large,Star Image Small
75735,Approved,ASUS,VE248***,VE248***,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),88.0,0.18,4.9773855089845,4.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
75735,Approved,ASUS,VE248H,VE248***,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),88.0,0.18,4.9773855089845,4.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
75735,Approved,ASUS,VE248HR,VE248***,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),88.0,0.18,4.9773855089845,4.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
75735,Approved,ASUS,VE248Q,VE248***,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),88.0,0.18,4.9773855089845,4.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
75735,Approved,ASUS,VE248T,VE248***,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),88.0,0.18,4.9773855089845,4.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
75735,Approved,ASUS,VE248TLB,VE248***,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),88.0,0.18,4.9773855089845,4.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
75738,Approved,ASUS,VK228***,VK228***,"Australia,Fiji,New Zealand",China,54.683,LCD (LED),67.0,0.14,5.54563140563687,5.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
75738,Approved,ASUS,VK228H,VK228***,"Australia,Fiji,New Zealand",China,54.683,LCD (LED),67.0,0.14,5.54563140563687,5.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
75738,Approved,ASUS,VK228H-P,VK228***,"Australia,Fiji,New Zealand",China,54.683,LCD (LED),67.0,0.14,5.54563140563687,5.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
75738,Approved,ASUS,VK228T,VK228***,"Australia,Fiji,New Zealand",China,54.683,LCD (LED),67.0,0.14,5.54563140563687,5.5,http://www.asus.com/,http://www.asus.com/,Available,2021-09-08,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
80420,Approved,NEC,AS224WMi,,"Australia,New Zealand",China,54.621,LCD (LED),63.0,0.216,5.81486993959853,5.5,http://www.nec-display.com/global/,http://www.nec.com.au,Available,2023-03-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
80785,Approved,DELL,E2015HVf,,"Australia,Fiji,New Zealand",China,49.407,LCD,54.0,0.23,5.92749857331423,5.5,,,Available,2019-05-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
80786,Approved,DELL,E2215HVf,,"Australia,Fiji,New Zealand",China,54.687,LCD,77.0,0.22,4.92255942054545,4.5,,,Available,2019-05-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
80788,Approved,DELL,E2715Hf,,"Australia,Fiji,New Zealand",China,68.599,LCD,76.0,0.22,6.39337701728449,6.0,,,Available,2019-05-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
81491,Approved,LG,23MB35PMF,,"Australia,New Zealand","China,South Korea,Indonesia",58.421,LCD,83.0,0.32,4.97752718226892,4.5,,,Available,2019-06-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
81754,Approved,LG,29UB55D,,"Australia,New Zealand","China,South Korea,Indonesia",73.019,LCD,118.0,0.435,4.25117905052955,4.0,,,Available,2019-06-21,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
81964,Approved,AOC,270LM00009,,"Australia,New Zealand",China,68.467,LCD (LED),165.0,0.42,2.9065459308766,2.5,,http://www.aocmonitorap.com/,Available,2019-06-30,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
82071,Approved,SAMSUNG ELECTRONICS,S24D300B,,"Fiji,New Zealand",South Korea,60.939,LCD (LED),87.0,0.21,5.02730076456884,5.0,,http://www.samsung.com.au,Available,2019-07-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
82102,Approved,ViewSonic,VS15843,,"Australia,New Zealand",China,47.996,LCD,64.0,0.216,5.38754938544867,5.0,http://www.viewsonic.com/,http://www.viewsonic.com/,Available,2019-07-06,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
82170,Approved,LG,17MB15PA,,"Australia,New Zealand","Indonesia,South Korea,China",43.269,LCD,54.0,0.21,5.5993848793649,5.5,,,Available,2019-08-13,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
82171,Approved,LG,25UM55D,,"Australia,New Zealand","China,Indonesia,South Korea",63.516,LCD,107.0,0.34,3.81106780880839,3.5,,,Available,2019-07-18,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
82173,Approved,LG,29UM55D,,"Australia,New Zealand","China,Indonesia,South Korea",73.019,LCD,114.0,0.24,4.40572609375827,4.0,,,Available,2019-07-18,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
82222,Approved,DELL,D2015Hf,,"Australia,Fiji,New Zealand",China,49.607,LCD,61.0,0.33,5.38695605478139,5.0,,,Available,2019-07-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
82236,Approved,hp,HSTND-5001-A,"ENVY 32, HSTND-5001-A","Australia,Fiji,New Zealand",China,81.287,LCD (LED),170.0,1.13,3.9605170481304,3.5,,http://www.hp.com/,Unavailable,2019-07-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
82572,Approved,BenQ,EZ2450L,EZ2450L,"Australia,Fiji,New Zealand",China,60.468,LCD (LED),92.0,0.32,4.72737380005547,4.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
82572,Approved,BenQ,EZ2450LC,EZ2450L,"Australia,Fiji,New Zealand",China,60.468,LCD (LED),92.0,0.32,4.72737380005547,4.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
82572,Approved,BenQ,EZ2450LE,EZ2450L,"Australia,Fiji,New Zealand",China,60.468,LCD (LED),92.0,0.32,4.72737380005547,4.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
82572,Approved,BenQ,EZ2455L,EZ2450L,"Australia,Fiji,New Zealand",China,60.468,LCD (LED),92.0,0.32,4.72737380005547,4.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
82572,Approved,BenQ,EZ2455LC,EZ2450L,"Australia,Fiji,New Zealand",China,60.468,LCD (LED),92.0,0.32,4.72737380005547,4.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
82572,Approved,BenQ,EZ2455LE,EZ2450L,"Australia,Fiji,New Zealand",China,60.468,LCD (LED),92.0,0.32,4.72737380005547,4.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
82573,Approved,PHILIPS,243V5Q,,"Australia,New Zealand",China,59.81,LCD (LED),116.0,0.26,3.62052060385623,3.5,,http://www.philips.com/,Available,2019-08-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
82574,Approved,BenQ,XL2420G,XL2420G,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),112.0,0.49,3.89663701593347,3.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
82574,Approved,BenQ,XL2420GE,XL2420G,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),112.0,0.49,3.89663701593347,3.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-07-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
83023,Approved,LG,24GM77,,"Australia,New Zealand","South Korea,Indonesia,China",60.969,LCD (LED),105.0,0.65,4.18586124292757,4.0,http://www.lge.com.au/,http://www.lge.com.au/,Available,2019-08-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
83243,Approved,BenQ,RL2240HE,,"Australia,Fiji,New Zealand",China,54.683,LCD (LED),88.0,0.27,4.3237982247921,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-08-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
83246,Approved,BenQ,BL2700HC,BL2700HT,"Australia,Fiji,New Zealand",China,68.568,LCD (LED),128.0,0.28,4.0545701412274,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-08-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
83246,Approved,BenQ,BL2700HE,BL2700HT,"Australia,Fiji,New Zealand",China,68.568,LCD (LED),128.0,0.28,4.0545701412274,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-08-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
83246,Approved,BenQ,BL2700HT,BL2700HT,"Australia,Fiji,New Zealand",China,68.568,LCD (LED),128.0,0.28,4.0545701412274,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-08-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
83384,Approved,LG,19M37D,,"Australia,New Zealand","China,South Korea,Indonesia",47.013,LCD,54.0,0.28,5.68462530902223,5.5,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
83682,Approved,LG,31MU97,,"Australia,New Zealand","China,Indonesia,South Korea",78.764,LCD (LED),207.0,0.78,2.72937476600476,2.5,http://www.lge.com.au/,http://www.lge.com.au/,Available,2019-08-29,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
83703,Approved,DELL,U2515Hc,,"Australia,Fiji,New Zealand",China,63.444,LCD (LED),101.0,0.26,4.61041504870156,4.5,,,Available,2019-08-29,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
83758,Approved,PHILIPS,193V5L,,"Australia,New Zealand",China,47.013,LCD (LED),60.0,0.36,5.21246057453942,5.0,,http://www.philips.com/,Available,2019-08-28,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
83819,Approved,LG,34UC97,,"Australia,New Zealand","China,Indonesia,South Korea",86.557,LCD (LED),222.0,0.94,2.56816555882517,2.5,http://www.lge.com.au/,http://www.lge.com.au/,Available,2019-09-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
84125,Archived,DELL,P2415Qb,,"Australia,Fiji,New Zealand",China,60.444,LCD,133.0,0.39,3.07047771340995,3.0,,,Available,2019-09-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
84247,Approved,BenQ,SW2401PE,"SW2401PE, SW2401PH, SW2401PT","Australia,Fiji,New Zealand",China,60.446,LCD (LED),115.0,0.26,3.72515558929856,3.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-09-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
84247,Approved,BenQ,"SW2401PE, SW2401PH, SW2401PT","SW2401PE, SW2401PH, SW2401PT","Australia,Fiji,New Zealand",China,60.446,LCD (LED),115.0,0.26,3.72515558929856,3.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-09-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
84247,Approved,BenQ,SW2401PH,"SW2401PE, SW2401PH, SW2401PT","Australia,Fiji,New Zealand",China,60.446,LCD (LED),115.0,0.26,3.72515558929856,3.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-09-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
84247,Approved,BenQ,SW2401PT,"SW2401PE, SW2401PH, SW2401PT","Australia,Fiji,New Zealand",China,60.446,LCD (LED),115.0,0.26,3.72515558929856,3.5,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-09-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
84391,Archived,DELL,U3415Wb,,"Australia,Fiji,New Zealand",China,87.122,LCD,179.0,0.4,3.64792306476035,3.5,,,Available,2019-09-20,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
84928,Approved,ViewSonic,VS15927,,"Australia,New Zealand",China,60.969,LCD (LED),118.0,0.31,3.66277073181627,3.5,http://www.viewsonic.com/,http://www.viewsonic.com/,Available,2019-10-31,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
85108,Approved,HP,V242,,"Australia,Fiji,New Zealand",China,60.969,LCD (LED),76.0,0.24,5.63437726755629,5.5,,,Available,2019-10-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png
85259,Approved,hp,HSTND-5021-A,"Z32s, HSTND-5021-A","Australia,Fiji,New Zealand",China,79.966,LCD (LED),284.0,0.375,1.54341400798853,1.5,,http://www.hp.com/,Available,2020-01-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
85259,Approved,hp,Z32s,"Z32s, HSTND-5021-A","Australia,Fiji,New Zealand",China,79.966,LCD (LED),284.0,0.375,1.54341400798853,1.5,,http://www.hp.com/,Available,2020-01-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
85259,Approved,hp,"Z32s, HSTND-5021-A","Z32s, HSTND-5021-A","Australia,Fiji,New Zealand",China,79.966,LCD (LED),284.0,0.375,1.54341400798853,1.5,,http://www.hp.com/,Available,2020-01-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
85263,Approved,BenQ,EW2750ZC,"EW2750ZL,EW2750ZC,EW2750ZE,EW2750ZH,EW2750ZM","Australia,Fiji,New Zealand",China,68.568,LCD (LED),126.0,0.33,4.12514514496552,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85263,Approved,BenQ,EW2750ZE,"EW2750ZL,EW2750ZC,EW2750ZE,EW2750ZH,EW2750ZM","Australia,Fiji,New Zealand",China,68.568,LCD (LED),126.0,0.33,4.12514514496552,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85263,Approved,BenQ,EW2750ZH,"EW2750ZL,EW2750ZC,EW2750ZE,EW2750ZH,EW2750ZM","Australia,Fiji,New Zealand",China,68.568,LCD (LED),126.0,0.33,4.12514514496552,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85263,Approved,BenQ,EW2750ZL,"EW2750ZL,EW2750ZC,EW2750ZE,EW2750ZH,EW2750ZM","Australia,Fiji,New Zealand",China,68.568,LCD (LED),126.0,0.33,4.12514514496552,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85263,Approved,BenQ,"EW2750ZL,EW2750ZC,EW2750ZE,EW2750ZH,EW2750ZM","EW2750ZL,EW2750ZC,EW2750ZE,EW2750ZH,EW2750ZM","Australia,Fiji,New Zealand",China,68.568,LCD (LED),126.0,0.33,4.12514514496552,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85263,Approved,BenQ,EW2750ZM,"EW2750ZL,EW2750ZC,EW2750ZE,EW2750ZH,EW2750ZM","Australia,Fiji,New Zealand",China,68.568,LCD (LED),126.0,0.33,4.12514514496552,4.0,http://www.benq.com.au/,http://benqshop.com.au/,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85266,Approved,SAMSUNG ELECTRONICS,LS27D590CS,LS27D590CS,"Australia,Fiji,New Zealand",South Korea,68.729,LCD (LED),130.0,0.3,4.0007728578079,4.0,,http://www.samsung.com.au,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85266,Approved,SAMSUNG ELECTRONICS,LS27D590CS/XY,LS27D590CS,"Australia,Fiji,New Zealand",South Korea,68.729,LCD (LED),130.0,0.3,4.0007728578079,4.0,,http://www.samsung.com.au,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85266,Approved,SAMSUNG ELECTRONICS,LS27D590CS/ZN,LS27D590CS,"Australia,Fiji,New Zealand",South Korea,68.729,LCD (LED),130.0,0.3,4.0007728578079,4.0,,http://www.samsung.com.au,Available,2019-10-23,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
85329,Approved,kogan,KALED24144A,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,KALED24144B,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,KALED24144C,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,KALED24144D,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,KALED24144E,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,KALED24144F,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,KALED24144G,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,KALED24144H,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
85329,Approved,kogan,SYM24E01D,KALED24144A,"Australia,New Zealand",China,60.965,LCD (LED),50.0,0.39,7.51045601960649,7.0,,,Available,2019-11-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
