ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Old Star Rating,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,8,FALSE,Autosensing,"Czechia,Germany",636,850,TDD 130 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,138,7.906763252,7,Cottons Normal dry,216,"Australia,New Zealand",Approved,106630,6.27,0,Condenser,596,26/04/22,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,4,TRUE,Autosensing,China,560,850,WDC1475NCW,,AS/NZS 2442.1:1996/Amdt 4:2006,150,3.128681143,3,"Cotton, Energy Dry",208,"Australia,New Zealand",Approved,106646,3.228,29,Condenser,600,24/05/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Galanz,8,FALSE,Autosensing,China,630,850,DC-80S1U,,AS/NZS 2442.1:1996/Amdt 4:2006,344,2.286568885,2,strong,230,"Australia,Fiji,New Zealand",Approved,106660,6.297,0,Condenser,595,05/05/22,,Single product class,Available,http://www.galanz.com.cn/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Galanz,8,FALSE,Autosensing,China,630,850,DC-80S3U,,AS/NZS 2442.1:1996/Amdt 4:2006,348,2.215433649,2,strong,230,"Australia,Fiji,New Zealand",Approved,106661,6.31,0,Condenser,595,16/05/22,,Single product class,Available,http://www.galanz.com.cn/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EUROMAID,4,FALSE,Timer,China,,,DM4KG,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.006833015,2,"200 minutes, strong heat",132,"Australia,New Zealand",Approved,106711,3.116,0,Vented,,11/07/22,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,FALSE,Autosensing,Poland,,,T6DCE821B,,AS/NZS 2442.1:1996/Amdt 4:2006,358,2.041112376,2,Cottons Extra Dry,235,"Australia,Fiji,New Zealand",Approved,106808,6.351,0,Condenser,,03/05/22,,Single product class,Available,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ARISTON,4.5,TRUE,Autosensing,Italy,,,ARMF125 (AUS)1,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.52980725,2.5,Prog 11 Cottons cupboard dry,298,"Australia,Fiji,New Zealand",Approved,106994,3.726,25.39,Condenser,,22/05/22,,Single product class,Unavailable,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EURO,3.5,TRUE,Autosensing,China,565,850,EFWD735W,,AS/NZS 2442.1:1996/Amdt 4:2006,134,3.001090477,3,Dry,195,"Australia,Fiji,New Zealand",Approved,107064,2.7333,0,Condenser,595,06/07/22,,Single product class,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,ADE3TRWS461AW01,,AS/NZS 2442.1:1996/Amdt 4:2006,481,0.948616575,1,Automatic Regular / Delicate Energy saver - Fabric selector on Delicate,247.3,"Australia,Fiji,New Zealand",Approved,107596,7.442,0,Vented,,23/05/22,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,ADEE9RWS463AW01,,AS/NZS 2442.1:1996/Amdt 4:2006,411,1.916344187,1.5,"Delicate, Temp Low, Dryness Near Dry210",210.7,"Australia,Fiji,New Zealand",Approved,107617,7.096,0,Vented,,30/05/22,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Beautiful Cat,5.5,FALSE,Timer,China,,,GDZ55-98E,,AS/NZS 2442.1:1996/Amdt 4:2006,228,2.511789289,2.5,EXTRA,174.6,"Australia,New Zealand",Approved,107792,4.279,0,Vented,,05/06/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,8,FALSE,Autosensing,South Korea,690,800,TD-H802SJW,,AS/NZS 2442.1:1996/Amdt 4:2006,115,9.02861138,9,"Cotton, Normal, Cupboard",232,"Australia,New Zealand",Approved,107820,6.383,0,Condenser,600,13/06/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,8,TRUE,Autosensing,South Korea,770,990,WDC1215HSVE,,AS/NZS 2442.1:1996/Amdt 4:2006,282,3.509408507,3.5,"Air Dry, Extra High Spin",266,"Australia,New Zealand",Approved,107821,6.485,6.3,Condenser,700,16/06/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Beautiful Cat,5.5,FALSE,Timer,China,,,ASIAN DRYER,ASIAN DRYER,AS/NZS 2442.1:1996/Amdt 4:2006,228,2.511789289,2.5,EXTRA,164.3,"Australia,New Zealand",Approved,108007,4.279,0,Vented,,02/06/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Beautiful Cat,5.5,FALSE,Timer,China,,,GDZ55-08E,ASIAN DRYER,AS/NZS 2442.1:1996/Amdt 4:2006,228,2.511789289,2.5,EXTRA,164.3,"Australia,New Zealand",Approved,108007,4.279,0,Vented,,02/06/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Beautiful Cat,5.5,FALSE,Timer,China,,,GDZ55-18E,ASIAN DRYER,AS/NZS 2442.1:1996/Amdt 4:2006,228,2.511789289,2.5,EXTRA,164.3,"Australia,New Zealand",Approved,108007,4.279,0,Vented,,02/06/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,8,FALSE,Autosensing,Slovenia,640,845,T208C.W.AU,,AS/NZS 2442.1:1996/Amdt 4:2006,353,2.127655707,2,Auto Normal Dry,190,"Australia,Fiji,New Zealand",Approved,108268,6.316,0,Condenser,595,17/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,8,FALSE,Autosensing,Slovenia,640,845,T208H.W.AU,,AS/NZS 2442.1:1996/Amdt 4:2006,150,7.393705425,7,Auto Normal Dry,310,"Australia,Fiji,New Zealand",Approved,108269,6.316,0,Condenser,595,24/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,8,FALSE,Autosensing,Slovenia,640,845,T408HD.W.AU,TD75,AS/NZS 2442.1:1996/Amdt 4:2006,119,8.818227489,8,Auto Normal Dry,280.3,"Australia,Fiji,New Zealand",Approved,108270,6.355,0,Condenser,595,17/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,8,FALSE,Autosensing,Slovenia,640,845,T608HX.S.AU,TD75,AS/NZS 2442.1:1996/Amdt 4:2006,119,8.818227489,8,Auto Normal Dry,280.3,"Australia,Fiji,New Zealand",Approved,108270,6.355,0,Condenser,595,17/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,8,FALSE,Autosensing,Slovenia,640,845,T608HX.W.AU,TD75,AS/NZS 2442.1:1996/Amdt 4:2006,119,8.818227489,8,Auto Normal Dry,280.3,"Australia,Fiji,New Zealand",Approved,108270,6.355,0,Condenser,595,17/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,8,FALSE,Autosensing,Slovenia,640,845,TD75,TD75,AS/NZS 2442.1:1996/Amdt 4:2006,119,8.818227489,8,Auto Normal Dry,280.3,"Australia,Fiji,New Zealand",Approved,108270,6.355,0,Condenser,595,17/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,10,FALSE,Autosensing,Slovenia,755,850,T410HD.W.AU,TD85,AS/NZS 2442.1:1996/Amdt 4:2006,130,9.647254572,9,Auto Normal Dry,275.4,"Australia,Fiji,New Zealand",Approved,108271,7.953,0,Condenser,595,25/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,10,FALSE,Autosensing,Slovenia,755,850,T610HX.W.AU,TD85,AS/NZS 2442.1:1996/Amdt 4:2006,130,9.647254572,9,Auto Normal Dry,275.4,"Australia,Fiji,New Zealand",Approved,108271,7.953,0,Condenser,595,25/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ASKO,10,FALSE,Autosensing,Slovenia,755,850,TD85,TD85,AS/NZS 2442.1:1996/Amdt 4:2006,130,9.647254572,9,Auto Normal Dry,275.4,"Australia,Fiji,New Zealand",Approved,108271,7.953,0,Condenser,595,25/07/22,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,5,TRUE,Autosensing,China,610,850,WDC1409HCW,WDC1409HCW,AS/NZS 2442.1:1996/Amdt 4:2006,191,3.014881583,3,"Cotton, Energy Dry",255,,Approved,108381,3.977,58.6,Condenser,600,20/07/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,5,TRUE,Autosensing,China,610,850,WTW1409HCW,WDC1409HCW,AS/NZS 2442.1:1996/Amdt 4:2006,191,3.014881583,3,"Cotton, Energy Dry",255,,Approved,108381,3.977,58.6,Condenser,600,20/07/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,4,TRUE,Autosensing,"Czechia,Germany",637,850,WTH 130 WPM,,AS/NZS 2442.1:1996/Amdt 4:2006,124,4.299952262,4,Cottons 60oC Normal+ dry,113,"Australia,New Zealand",Approved,108468,3.207,18,Condenser,596,26/07/22,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
AS/NZS 2442.2:2000/Amdt 2:2007,Midea,7,FALSE,Autosensing,China,,,DMDV70,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra/Cotton,208,New Zealand,Approved,108897,5.538,0,Vented,,21/07/17,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Euroclean,7,FALSE,Autosensing,China,580,840,ECDRY7KG,,AS/NZS 2442.1:1996/Amdt 4:2006,309,2.125166073,2,Extra,180,"Australia,Fiji,New Zealand",Approved,108924,5.470666667,0,Vented,595,02/08/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Omega,6,FALSE,Timer,China,,,OCD6W,,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.098672472,2,Timer Used,216,"Australia,New Zealand",Approved,108934,4.701,,Vented,,09/01/23,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Omega,4,FALSE,Timer,China,,,OCD4W,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.006833015,2,Timer Used,141.7,"Australia,New Zealand",Approved,108935,3.131,,Vented,,09/01/23,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,MIELE,5,TRUE,Autosensing,"Czechia,Germany",714,850,WTZH 730 WPM,,AS/NZS 2442.1:1996/Amdt 4:2006,144,4.752895298,4.5,Cottons 60oC Normal+ dry,127,"Australia,New Zealand",Approved,109084,3.926,21,Condenser,586,25/07/22,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Esatto,7,FALSE,Autosensing,China,615,845,ECD7,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.026397831,2,Cotton Extra,198,"Australia,Fiji,New Zealand",Approved,109306,5.514,0,Condenser,595,09/08/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Esatto,7,FALSE,Autosensing,China,622,845,EHPD7,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.174955619,6,Cotton Extra,271,"Australia,Fiji,New Zealand",Approved,109321,5.717,0,Condenser,595,10/08/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,8,FALSE,Autosensing,"Germany,Czechia",,,T 8861 WP,,AS/NZS 2442.1:1996/Amdt 4:2006,149,7.434863634,6,Cotton Extra dry,195,"Australia,New Zealand",Approved,109411,6.273,0,Condenser,,20/08/22,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,HELLER,8.5,FALSE,Timer,China,580,840,CD85ELEC,,AS/NZS 2442.1:1996/Amdt 4:2006,414,1.519890843,1.5,High Heat,218,Australia,Approved,109603,6.627,0,Vented,595,17/08/22,,Single product class,Available,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Technika,4,TRUE,Timer,Italy,600,850,TWDC84,,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.006833015,3,"Dry program, 190 minutes, 1300 RPM",173,"Australia,New Zealand",Approved,109647,3.923,71.2,Condenser,595,18/08/22,,Single product class,Available,http://www.jpindustries.com/,http://www.technika.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,8,FALSE,Autosensing,China,,,DC8060P1,,AS/NZS 2442.1:1996/Amdt 4:2006,353,2.127655707,2,"Everyday, Dry, High",204,"Australia,New Zealand",Approved,109843,6.283,0,Condenser,,25/08/22,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,9,FALSE,Autosensing,South Korea,690,800,TD-H901MW,,AS/NZS 2442.1:1996/Amdt 4:2006,129,9.046472436,9,"Cotton, Normal, Cupboard",273,"Australia,New Zealand",Approved,109908,7.128,0,Condenser,600,30/08/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,4.5,TRUE,Autosensing,China,,,WVG28420AU,,AS/NZS 2442.1:1996/Amdt 4:2006,169,3.119572141,3,"Intensive dry, Cupboard",217,"Australia,Fiji,New Zealand",Approved,110314,3.556,23,Condenser,,28/09/22,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,FALSE,Autosensing,Poland,,,EDC2086*DW,EDC2086*DW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.058323938,2,Cottons Strong Dry,215,"Australia,New Zealand",Approved,110393,6.3647,0,Condenser,,20/11/22,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,FALSE,Autosensing,Poland,,,EDC2086GDW,EDC2086*DW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.058323938,2,Cottons Strong Dry,215,"Australia,New Zealand",Approved,110393,6.3647,0,Condenser,,20/11/22,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,FALSE,Autosensing,Poland,,,EDC2086PDW,EDC2086*DW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.058323938,2,Cottons Strong Dry,215,"Australia,New Zealand",Approved,110393,6.3647,0,Condenser,,20/11/22,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,3,TRUE,Timer,Italy,550,850,SAWD612,,AS/NZS 2442.1:1996/Amdt 4:2006,134,2.0525814,2,"Dry Program, 220 min, 1200 RPM",185.5,"Australia,New Zealand",Approved,110524,2.335,50.8,Condenser,595,06/11/22,,Single product class,Available,http://www.jp-industries.com/,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Smeg,4,TRUE,Timer,Italy,550,850,SAWD814,,AS/NZS 2442.1:1996/Amdt 4:2006,147,3.252991015,3,"Dry program, 220 min, 1400rpm",165.7,"Australia,New Zealand",Approved,110530,3.108,67.8,Condenser,595,12/11/22,,Single product class,Available,http://www.jp-industries.com/,http://www.smeg.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Daewoo,6,TRUE,Autosensing,South Korea,,,DWC-PS1232,,AS/NZS 2442.1:1996/Amdt 4:2006,251,2.455820835,2,"very dry, 1200 spin",289.2,"Australia,Fiji,New Zealand",Approved,110616,4.788,88.3,Condenser,,10/01/23,,Single product class,Available,http://www.dongbudaewooelec.com/english/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,EUROMAID,6,FALSE,Autosensing,Turkey,530,846,CD6KG,,AS/NZS 2442.1:1996/Amdt 4:2006,280,1.783058195,1.5,cotton-Extra Dry,163,"Australia,New Zealand",Approved,110717,4.777,0,Condenser,595,13/04/23,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SEIKI,4.5,FALSE,Timer,China,,,SC-45AU6DR,,AS/NZS 2442.1:1996/Amdt 4:2006,186,2.52980725,2.5,"full heat, 160 minutes",160,"Australia,New Zealand",Approved,110721,3.537,0,Vented,,11/12/22,,Single product class,Available,http://www.ayonz.com/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Astivita,7,FALSE,Autosensing,China,615,845,DRC7KGWH,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.026397831,2,Extra + Cotton,187,Australia,Approved,110741,5.5,0,Condenser,595,21/11/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
