ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model No,Family Name,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Old Star Rating,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,5,FALSE,Autosensing,China,585,830,DE5060G1,DE5060**,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.145111405,2,"Everyday, Dry, High Temp",162,,Approved,93455,4.004,0,Vented,600,29/09/20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,5,FALSE,Autosensing,China,585,830,DE5060M1,DE5060**,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.145111405,2,"Everyday, Dry, High Temp",162,,Approved,93455,4.004,0,Vented,600,29/09/20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,5,FALSE,Autosensing,China,585,830,DE5060MU1,DE5060**,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.145111405,2,"Everyday, Dry, High Temp",162,,Approved,93455,4.004,0,Vented,600,29/09/20,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,INDESIT,5.5,TRUE,Autosensing,Italy,630,840,XWDE 8612X AUS,,AS/NZS 2442.1:1996/Amdt 4:2006,210,3.017810947,3,program no 11 Eco Cotton + dry only option at cupboard dry level,296,"Australia,Fiji,New Zealand",Approved,93600,4.28967,25.17,Condenser,600,22/01/21,,Single product class,Available,http://www.indesit.com/,http://www.indesit.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Speed Queen,9,FALSE,Autosensing,United States of America,711,1092,ADE3TRWS431AW01,,AS/NZS 2442.1:1996/Amdt 4:2006,430,1.638272,1.5,"Automatic Regulator/Delicate Energy Saver, Fabric Selector on Perm Press/Regulator",118,Australia,Approved,94741,7.338,0,Vented,683,11/05/23,,Single product class,Available,,http://www.comlaundry.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EURO,4.5,TRUE,Autosensing,Turkey,582,845,EL8W4DW,,AS/NZS 2442.1:1996/Amdt 4:2006,173,2.975632727,2.5,"Extras, Cotton Dry, Cupboard",260,"Australia,Fiji,New Zealand",Approved,94781,3.619,42.6,Condenser,597,08/07/21,,Single product class,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,TECHNIKA,7,FALSE,Autosensing,China,615,845,TCD7E,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.026397831,2,Extra+Cotton,198,"Australia,Fiji,New Zealand",Approved,94869,5.514,0,Condenser,595,04/12/20,,Single product class,Available,http://www.technika.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,FALSE,Autosensing,Turkey,540,846,DPE7400,,AS/NZS 2442.1:1996/Amdt 4:2006,145,6.780670123,6,Cottons Extra Dry,274,"Australia,New Zealand",Approved,94960,5.657,0,Condenser,595,27/11/20,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,TECHNIKA,7,FALSE,Autosensing,China,555,840,TVD7U,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra+Cotton,211,"Australia,Fiji,New Zealand",Approved,95075,5.538,0,Vented,595,08/12/20,,Single product class,Available,http://www.technika.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hoover,8,FALSE,Autosensing,"China,Turkey",60,85,DNH D8513AX-AUS,,AS/NZS 2442.1:1996/Amdt 4:2006,167,6.733114571,6,Store Dry,360,"Australia,New Zealand",Approved,95264,6.338,0,Condenser,60,18/12/20,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,5,TRUE,Autosensing,Turkey,600,840,WDA8514AT,,AS/NZS 2442.1:1996/Amdt 4:2006,175,3.553203207,3.5,"Cotton Dry Extra, 1400 rpm",203,"Australia,New Zealand",Approved,95597,3.974,4.1733,Condenser,630,22/12/20,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BEKO,8,FALSE,Autosensing,Turkey,609,846,DPY8500,,AS/NZS 2442.1:1996/Amdt 4:2006,135,8.042002309,8,"Cottons-Extra Dry, Dryness Level-Normal",291,"Australia,New Zealand",Approved,95821,6.423,0,Condenser,595,15/01/21,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_8_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-8.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,V-ZUG,7,FALSE,Autosensing,Switzerland,,,12005,,AS/NZS 2442.1:1996/Amdt 4:2006,86,9.994981513,9,Standard,162,"Australia,New Zealand",Approved,96243,5.537,0,Condenser,,10/02/21,,Single product class,Available,,http://www.vzug.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_9_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-9.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,EUROMAID,6,FALSE,Autosensing,China,,,DE6KG,,AS/NZS 2442.1:1996/Amdt 4:2006,269,2.02966469,2,"Full Heat, Extra Dry",198,"Australia,New Zealand",Approved,96455,4.743,0,Vented,,28/01/21,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,V-ZUG,7,FALSE,Autosensing,Switzerland,,,12006,,AS/NZS 2442.1:1996/Amdt 4:2006,73,11.00340469,10,Standard,211,"Australia,New Zealand",Approved,96574,5.528,0,Condenser,,01/02/21,,Single product class,Available,,http://www.vzug.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_10_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-10.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Euromaid,7,FALSE,Autosensing,Turkey,,,HPD7,,AS/NZS 2442.1:1996/Amdt 4:2006,155,6.370309467,6,P03 Cottons Extra Dry,267,"Australia,New Zealand",Approved,96593,5.707,0,Condenser,,29/01/21,,Single product class,Available,http://www.hapl.com.au,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,WHIRLPOOL,8,FALSE,Autosensing,France,,,HSCR80420,,AS/NZS 2442.1:1996/Amdt 4:2006,158,7.073990428,7,eCotton Cupboard Dry,251,"Australia,Fiji,New Zealand",Approved,96688,6.362,0,Condenser,,17/02/21,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,8,TRUE,Autosensing,South Korea,,,WD16J9845KG,,AS/NZS 2442.1:1996/Amdt 4:2006,331,2.523607623,2.5,"Drying, Extra Dry, Extra High Spin",526.6,"Australia,Fiji,New Zealand",Approved,96696,6.38,147.8,Condenser,,22/02/21,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Hoover,8,FALSE,Autosensing,Turkey,60,850,DNC D 8513BX-AUS,,AS/NZS 2442.1:1996/Amdt 4:2006,343,2.304481938,2,Store Dry program,226,Australia,Approved,96828,6.295,0,Condenser,60,11/02/21,,Single product class,Available,http://www.candy-group.com/,http://www.hooverappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,WHIRLPOOL,8,FALSE,Autosensing,France,,,DSCR80320,,AS/NZS 2442.1:1996/Amdt 4:2006,358,2.041112376,2,eCotton Cupboard Dry,192.1,"Australia,Fiji,New Zealand",Approved,96861,6.489,0,Condenser,,17/02/21,,Single product class,Available,http://www.whirlpool.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,FISHER & PAYKEL,4,FALSE,Autosensing,China,495,830,DE4060M1,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.006833015,2,Everyday,136,"Australia,New Zealand",Approved,97128,3.144,0,Vented,600,14/03/21,,Single product class,Available,http://www.fisherpaykel.co.nz/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HAIER,6,FALSE,Autosensing,China,,,HDY-D60,,AS/NZS 2442.1:1996/Amdt 4:2006,284,1.695778301,1.5,Extra Dry,184,"Australia,New Zealand",Approved,97153,4.747,,Vented,,25/04/21,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SAMSUNG ELECTRONICS,7,TRUE,Autosensing,South Korea,,,WD13J7825KP,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.026397831,2,Normal Dry & Max Spin,353.5,"Australia,Fiji,New Zealand",Approved,97311,5.618,142,Condenser,,31/03/21,,Single product class,Available,,http://www.samsung.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Teka,3.5,TRUE,Autosensing,China,565,850,TFL7D35,,AS/NZS 2442.1:1996/Amdt 4:2006,126,3.379864157,3,Dry,143,"Australia,Fiji,New Zealand",Approved,97472,2.733,72,Condenser,595,22/03/21,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Midea,7,FALSE,Autosensing,China,555,840,MDV07,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra + Cotton,210,Australia,Approved,97831,5.538,0,Vented,595,27/04/21,,Single product class,Available,http://www.castel.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,4,TRUE,Autosensing,China,,,WVH28490AU,,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.006833015,3,"Intensive dry, AUTO2",170,"Australia,New Zealand",Approved,97993,3.193,0,Condenser,,21/04/21,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SIEMENS,4,TRUE,Autosensing,China,,,WD14H490AU,,AS/NZS 2442.1:1996/Amdt 4:2006,153,3.006833015,3,"Intensive dry, AUTO2",170,"Australia,New Zealand",Approved,97998,3.193,0,Condenser,,13/04/21,,Single product class,Available,,http://www.siemens-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Midea,7,FALSE,Autosensing,China,615,840,MDC07,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.026397831,2,Extra + Cotton,198,Australia,Approved,98177,5.514,0,Condenser,595,10/05/21,,Single product class,Available,http://www.castel.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Midea,7,FALSE,Autosensing,China,622,845,MDHP07,,AS/NZS 2442.1:1996/Amdt 4:2006,160,6.174955619,6,Extra + Cotton,290,Australia,Approved,98178,5.574,0,Condenser,595,27/04/21,,Single product class,Available,http://www.castel.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,AEG,8,FALSE,Autosensing,Poland,,,T86280AC,,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.058323938,2,Cottons Extra Dry Max Dryness,221,"Australia,New Zealand",Approved,98344,6.386,0,Condenser,,06/06/21,,Single product class,Available,,http://www.aeg.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Artusi,4,FALSE,Timer,China,435,700,ACD40A,,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.006833015,2,200 mins High Heat,133,"Australia,Fiji,New Zealand",Approved,98777,3.116,0,Vented,600,26/05/21,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Haier,5,FALSE,Autosensing,China,600,600,HDV50E1,,AS/NZS 2442.1:1996/Amdt 4:2006,220,2.145111405,2,"Sensor Dry Normal, High",162,"Australia,New Zealand",Approved,99106,4.004,0,Vented,830,26/05/21,,Single product class,Available,,http://www.haier.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Haier,6,FALSE,Autosensing,China,600,600,HDV60E1,,AS/NZS 2442.1:1996/Amdt 4:2006,267,2.075583779,2,"Sensor Dry Extra, High",196,"Australia,New Zealand",Approved,99107,4.719,0,Vented,830,20/06/21,,Single product class,Available,,http://www.haier.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,BOSCH,8,FALSE,Autosensing,Poland,,,WTH85200AU,,AS/NZS 2442.1:1996/Amdt 4:2006,150,7.393705425,7,Cotton Extra Dry,296,"Australia,New Zealand",Approved,99540,6.345,0,Condenser,,08/06/21,,Single product class,Available,,http://www.bosch-home.com.au/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,ELECTROLUX,7,FALSE,Autosensing,Poland,,,EDC2075GDW,,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.026397831,2,Cottons Strong Dry,191,"Australia,Fiji,New Zealand",Approved,99782,5.5196,0,Condenser,,01/07/21,,Single product class,Available,,http://www.electrolux.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,8,FALSE,Autosensing,South Korea,660,850,TD-C80NPW,,AS/NZS 2442.1:1996/Amdt 4:2006,359,2.023948824,2,"Cotton, Cupboard",240,"Australia,New Zealand",Approved,99904,6.424,0,Condenser,600,01/07/21,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,9,FALSE,Autosensing,South Korea,660,850,TD-C90NPE,,AS/NZS 2442.1:1996/Amdt 4:2006,401,2.067906761,2,"Cotton, Cupboard",270,"Australia,New Zealand",Approved,99905,7.208,0,Condenser,600,08/07/21,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,FALSE,Autosensing,Turkey,598,846,DPU 7360 GX,,AS/NZS 2442.1:1996/Amdt 4:2006,163,6.060652715,6,Cottons-Extra Dry,225,"Australia,New Zealand",Approved,99984,5.59,0,Condenser,595,26/11/21,,Single product class,Available,http://www.beko.com.au/,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,LG,6,TRUE,Autosensing,South Korea,675,850,WD1610NSW,,AS/NZS 2442.1:1996/Amdt 4:2006,119,7.048082477,7,"Cotton Dry, Eco Dry, 1200RPM",364,"Australia,New Zealand",Approved,100260,4.791,3,Condenser,600,11/01/22,,Single product class,Available,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png
AS/NZS 2442.2:2000/Amdt 2:2007,PARMCO,7,FALSE,Autosensing,China,555,840,PT-F7-R,,AS/NZS 2442.1:1996/Amdt 4:2006,311,2.085468327,2,Extra/Cotton,208,New Zealand,Approved,100752,5.538,0,Vented,595,04/09/16,,Single product class,Available,http://www.parmco.co.nz/,http://www.parmco.co.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2442.2:2000/Amdt 2:2007,PARMCO,6,FALSE,Autosensing,China,555,595,PT-F6-W,,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135508,2,Cotton Strong,166,New Zealand,Approved,100756,4.727,0,Vented,850,10/08/16,,Single product class,Available,http://www.parmco.co.nz/,http://www.parmco.co.nz,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Omega,7,FALSE,Autosensing,China,622,845,OCD7HP,,AS/NZS 2442.1:1996/Amdt 4:2006,131,7.405436847,6,Cotton Extra,290,"Australia,New Zealand",Approved,100882,5.574,0,Condenser,595,26/07/21,,Single product class,Available,,http://www.omegaappliances.com.au,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Haier,8,FALSE,Autosensing,China,620,850,HD80-01,,AS/NZS 2442.1:1996/Amdt 4:2006,358,2.041112376,2,Extra Dry,216,"Australia,New Zealand",Approved,100912,6.347,0,Condenser,595,08/11/21,,Single product class,Available,http://www.haier.com/,http://www.haier.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,9kg,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.7684253,1.5,"Regular, Temp Medium, Dryness Less Dry",114,"Australia,Fiji,New Zealand",Approved,101020,7.117,0,Vented,,25/10/21,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,ADEE8BWS433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.7684253,1.5,"Regular, Temp Medium, Dryness Less Dry",114,"Australia,Fiji,New Zealand",Approved,101020,7.117,0,Vented,,25/10/21,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,ADEE8RWS433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.7684253,1.5,"Regular, Temp Medium, Dryness Less Dry",114,"Australia,Fiji,New Zealand",Approved,101020,7.117,0,Vented,,25/10/21,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,ADEE9BSS433AN01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.7684253,1.5,"Regular, Temp Medium, Dryness Less Dry",114,"Australia,Fiji,New Zealand",Approved,101020,7.117,0,Vented,,25/10/21,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,ADEE9RWS433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.7684253,1.5,"Regular, Temp Medium, Dryness Less Dry",114,"Australia,Fiji,New Zealand",Approved,101020,7.117,0,Vented,,25/10/21,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,SPEED QUEEN,9,FALSE,Autosensing,United States of America,,,ATEE9AWP433AW01,9kg,AS/NZS 2442.1:1996/Amdt 4:2006,421,1.7684253,1.5,"Regular, Temp Medium, Dryness Less Dry",114,"Australia,Fiji,New Zealand",Approved,101020,7.117,0,Vented,,25/10/21,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2015,Haier,6,FALSE,Autosensing,China,,,HDV60A1,,AS/NZS 2442.1:1996/Amdt 4:2006,270,2.006833015,2,"normal dry, auto",194.9,"Australia,New Zealand",Approved,101247,4.856,0,Vented,,10/08/21,,Single product class,Available,,http://www.haier.com/,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
